Species,Accession#,Individual,AOI # (Sample per Replicate),Tissue,Measurement Date,Time,Fo,Fm,Ft,F'm,Fo',Fv/Fm,φPSII,ΦNPQ,"Φf,D",NPQ,1-qP,Comments,exclude,
C_compacta,1566,A,5,old,2017-11-15,10:28:34 AM,0.0289,0.0446,0.0294,0.0338,0.023942719,0.352017937,0.130177515,0.21062966,0.659192825,0.319526627,0.553629431,,,
C_compacta,1566,E,1,haustorium,2017-11-15,10:56:43 AM,0.2181,0.6642,0.2377,0.274,0.148607905,0.67163505,0.132481752,0.509644114,0.357874134,1.424087591,0.710508068,,,
C_polygonorum,1705,C,7,old,2017-12-13,11:41:35 AM,0.0265,0.0461,0.0255,0.0294,0.019977034,0.42516269,0.132653061,0.314201603,0.553145336,0.568027211,0.586117569,,,
C_sandwichiana,155,A,2,haustorium,2018-01-15,11:21:16 AM,0.1069,0.2319,0.1569,0.1809,0.094605147,0.539025442,0.132669983,0.190745282,0.676584735,0.281923715,0.72188376,,,
C_monogyna,CUMO,D,2,haustorium,2018-03-08,11:37:26 AM,0.0784,0.1676,0.0672,0.0775,0.050782712,0.53221957,0.132903226,0.46614212,0.400954654,1.162580645,0.614481828,,,
C_denticulata,ss.13.46,C,8,flower,2018-06-20,3:03:14 PM,0.0245,0.0838,0.0637,0.0735,0.023535728,0.707637232,0.133333333,0.106523469,0.760143198,0.140136054,0.803859846,,,
C_epithymum,CUEP ,A,3,haustorium,2018-05-25,4:36:01 PM,0.0235,0.0382,0.0221,0.0255,0.017988566,0.384816754,0.133333333,0.288132635,0.578534031,0.498039216,0.54735672,,,
C_tasmanica,ss.17.15 ,B,8,flower,2018-05-25,12:21:17 PM,0.0328,0.0799,0.0505,0.0583,0.028469898,0.589486859,0.133790738,0.234169212,0.63204005,0.370497427,0.738519168,,,
Ipomoea_nil,IPNI,A,1,young,2018-04-19,11:04:19 AM,0.2456,0.7358,0.225,0.2598,0.152399276,0.666213645,0.133949192,0.560261192,0.305789617,1.832178599,0.675979839,,,
C_cephalanthii,1567,F,3,seed (old),2018-05-29,12:23:38 PM,0.3069,0.6721,0.3289,0.3799,0.227128801,0.543371522,0.134245854,0.376392444,0.489361702,0.769149776,0.666167443,,,
C_tasmanica,ss.17.15,B,4,old,2018-04-17,2:09:31 PM,0.0049,0.0083,0.0064,0.0074,0.004571745,0.409638554,0.135135135,0.093780528,0.771084337,0.121621622,0.646425042,,,
C_monogyna,CUMO,D,2,flower,2018-03-23,4:55:02 PM,0.1735,0.4054,0.2098,0.2426,0.134789042,0.572027627,0.135201979,0.347284455,0.517513567,0.671063479,0.695763766,,,
C_cephalanthii,1567,G,3,flower (old),2018-05-29,12:43:35 PM,0.1216,0.2196,0.1127,0.1304,0.088193829,0.446265938,0.135736196,0.351057975,0.513205829,0.68404908,0.580630046,,,
C_sandwichiana,155,A,2,haustorium,2018-01-25,12:33:35 PM,0.0461,0.0985,0.0623,0.0721,0.039355645,0.531979695,0.13592233,0.23159036,0.63248731,0.366158114,0.700711768,,,
C_cephalanthii,1567,D,6,seed,2018-04-19,5:03:34 PM,0.2064,0.6819,0.2235,0.2588,0.138074667,0.697316322,0.136398764,0.535840568,0.327760669,1.634853168,0.707600725,,,
C_cephalanthii,1567,D,3,haustorium,2018-03-04,4:43:17 PM,0.2775,0.8054,0.2265,0.2623,0.161958714,0.655450708,0.136484941,0.582288339,0.28122672,2.070529928,0.643217647,,,
C_cephalanthii,1567,D,3,haustorium,2018-03-04,4:43:17 PM,0.2775,0.8054,0.2265,0.2623,0.161958714,0.655450708,0.136484941,0.582288339,0.28122672,2.070529928,0.643217647,,,
C_cephalanthii,1567,D,5,old,2018-04-03,4:18:12 PM,0.0284,0.0471,0.0245,0.0284,0.020328875,0.397027601,0.137323944,0.342506205,0.520169851,0.658450704,0.516795963,,,
C_compacta,1566,D,4,seed,2018-03-23,3:29:35 PM,0.0941,0.2108,0.1074,0.1245,0.071863406,0.553605313,0.137349398,0.353162936,0.509487666,0.693172691,0.675130953,,,
C_cephalanthii,1567,D,11,flower,2018-04-03,4:33:24 PM,0.1358,0.3877,0.2118,0.2456,0.112916297,0.649729172,0.13762215,0.316079166,0.546298685,0.578583062,0.745258844,,,
Ipomoea_nil,IPNI,B,1,seed,2018-06-26,5:15:03 PM,0.0882,0.3907,0.2632,0.3054,0.082968589,0.774251344,0.138179437,0.188157906,0.673662657,0.279305828,0.810278594,,,
C_cephalanthii,1567,E,4,old,2018-03-08,1:10:13 PM,0.0108,0.0206,0.0118,0.0137,0.00854397,0.475728155,0.138686131,0.288498335,0.572815534,0.503649635,0.6314994,,,
C_compacta,1566,D,1,seed,2018-03-23,4:01:05 PM,0.0596,0.0882,0.0608,0.0706,0.051007498,0.324263039,0.138810198,0.171847398,0.689342404,0.249291785,0.49980866,,,
C_polygonorum,1705,A,2,haustorium,2018-01-25,10:10:26 AM,0.0691,0.1868,0.102,0.1186,0.056979524,0.630085653,0.139966273,0.313995183,0.546038544,0.575042159,0.730609027,,,
C_cephalanthii,1567,D,1,haustorium,2018-03-08,11:59:03 AM,0.077,0.1603,0.0662,0.077,0.05066954,0.519650655,0.14025974,0.446764589,0.412975671,1.081818182,0.589828659,,,
C_cephalanthii,1567,D,3,haustorium,2018-03-08,11:59:03 AM,0.0701,0.1554,0.0716,0.0833,0.050415599,0.548906049,0.140456182,0.398797357,0.460746461,0.865546218,0.644208205,,,
C_monogyna,CUMO,D,1,haustorium,2018-03-08,11:37:26 AM,0.0583,0.1,0.0598,0.0696,0.046467376,0.417,0.140804598,0.261195402,0.598,0.436781609,0.576355879,,,
C_polygonorum,1705,C,1,seed,2017-12-13,1:00:53 PM,0.0931,0.1956,0.1225,0.1426,0.07910587,0.52402863,0.140953717,0.232768165,0.626278119,0.371669004,0.683435301,,,
C_indecora,ss.16.77,D,2,flower,2018-03-23,3:04:55 PM,0.1387,0.4289,0.2623,0.3054,0.122659447,0.676614595,0.141126392,0.247309141,0.611564467,0.404387688,0.764146495,,,
C_cephalanthii,1567,D,3,flower,2018-04-19,5:03:34 PM,0.0799,0.1838,0.101,0.1176,0.064191653,0.565288357,0.141156463,0.3093332,0.549510337,0.56292517,0.689187162,,,
Ipomoea_nil,IPNI,B,3,flower,2018-07-06,1:42:12 PM,0.0809,0.2598,0.101,0.1176,0.058770891,0.68860662,0.141156463,0.470082952,0.388760585,1.209183673,0.717826764,,,
C_epithymum,CUEP,D,5,seed,8/20/18,17:50:06,0.0294,0.0627,0.0358,0.0417,0.023783782,0.531100478,0.141486811,0.287540303,0.570972887,0.503597122,0.670689426,,,
C_denticulata,ss.13.46,D,2,haustorium,2018-06-22,4:57:03 PM,0.0701,0.1137,0.077,0.0897,0.060173785,0.383465259,0.141583055,0.181196189,0.677220756,0.267558528,0.569873756,,,
Ipomoea_nil,IPNI,B,1,fruit,2018-06-26,5:15:03 PM,0.0676,0.3745,0.151,0.176,0.056165606,0.819492657,0.142045455,0.454750273,0.403204272,1.127840909,0.791378759,,,
Ipomoea_nil,IPNI,B,1,old,2018-04-19,12:01:28 PM,0.174,0.5936,0.323,0.3765,0.148842021,0.706873315,0.142098274,0.31376426,0.544137466,0.576626826,0.764998353,,,
C_tasmanica,ss.17.15 ,B,9,flower,2018-05-25,12:21:17 PM,0.0696,0.2358,0.1618,0.1887,0.064824144,0.704834606,0.142554319,0.171270957,0.686174724,0.249602544,0.782847111,,,
C_cephalanthii,1567,D,3,old,2018-04-03,4:18:12 PM,0.0338,0.0583,0.0294,0.0343,0.024045595,0.420240137,0.142857143,0.352854692,0.504288165,0.699708455,0.522156584,,,
C_cephalanthii,1567,D,3,seed,2018-03-04,4:33:24 PM,0.2005,0.6971,0.3392,0.3961,0.164537774,0.712379859,0.143650593,0.369762117,0.48658729,0.759909114,0.754277712,,,
C_tasmanica,ss.17.15 ,B,1,flower,2018-05-25,12:21:17 PM,0.0657,0.2088,0.1275,0.149,0.0583334,0.685344828,0.144295302,0.245072514,0.610632184,0.401342282,0.762867472,,,
Ipomoea_nil,IPNI,B,2,seed,2018-06-26,5:15:03 PM,0.0907,0.3828,0.2407,0.2814,0.083565308,0.763061651,0.144633973,0.226578148,0.628787879,0.360341151,0.794272685,,,
C_cephalanthii,1567,D,3,old,2018-03-08,12:10:52 PM,0.0054,0.0093,0.0059,0.0069,0.004492649,0.419354839,0.144927536,0.220663862,0.634408602,0.347826087,0.58460569,,,
Ipomoea_nil,IPNI,E,4,flower,2018-06-23,5:22:41 PM,0.0343,0.1093,0.0436,0.051,0.025244091,0.686184812,0.145098039,0.455999856,0.398902104,1.143137255,0.712687295,,,
C_tasmanica,ss.17.15,A,2,flower,2018-04-17,3:16:54 PM,0.0588,0.2176,0.1412,0.1652,0.054158028,0.729779412,0.14527845,0.205824491,0.648897059,0.317191283,0.78386551,,,
Ipomoea_nil,IPNI,E,3,flower,2018-06-22,1:28:35 PM,0.0549,0.2015,0.098,0.1147,0.045515468,0.727543424,0.14559721,0.368050433,0.486352357,0.756756757,0.758616564,,,
C_indecora,ss.16.77,B,3,old,2018-01-25,12:10:09 PM,0.0074,0.0137,0.0088,0.0103,0.006280231,0.459854015,0.145631068,0.212033166,0.642335766,0.330097087,0.626844234,,,
C_tasmanica,ss.17.15,B,2,young,2018-03-15,4:44:24 PM,0.0078,0.0142,0.0088,0.0103,0.00645703,0.450704225,0.145631068,0.234650622,0.61971831,0.378640777,0.609676925,,,
C_polygonorum,1705,A,1,seed,2018-01-25,9:58:34 AM,0.1137,0.2039,0.1642,0.1922,0.109967165,0.442373713,0.145681582,0.049021704,0.805296714,0.060874089,0.659503407,,,
C_sandwichiana,155,C,1,old,2017-12-13,3:46:17 PM,0.0397,0.1098,0.0632,0.074,0.033789535,0.638433515,0.145945946,0.278462069,0.575591985,0.483783784,0.731413206,,,
C_gronovii,1707,-,1,seedling,2017-11-02,3:25:59 PM,0.0539,0.2265,0.0456,0.0534,0.03042801,0.762030905,0.146067416,0.652608081,0.201324503,3.241573034,0.660456064,,,
C_cephalanthii,1567,G,2,seed (old),2018-05-29,12:53:01 PM,0.1858,0.4941,0.2373,0.2784,0.143880678,0.623962761,0.14762931,0.372103537,0.480267152,0.774784483,0.694467683,,,
C_australis,1382,A,1,haustorium,2018-01-25,11:30:18 AM,0.027,0.0525,0.0309,0.0363,0.021959862,0.485714286,0.148760331,0.262668241,0.588571429,0.446280992,0.623434593,,,
C_cephalanthii,1567,B,3,haustorium,2017-12-13,12:25:12 PM,0.1039,0.1936,0.0838,0.0985,0.068438615,0.463326446,0.149238579,0.417910182,0.43285124,0.965482234,0.511000574,,,
C_sandwichiana,155,A,3,haustorium,2018-01-15,11:21:16 AM,0.0471,0.0868,0.0613,0.0721,0.042408262,0.457373272,0.149791956,0.143986846,0.706221198,0.203883495,0.636262448,,,
C_monogyna,CUMO,D,5,flower,2018-02-16,3:51:56 PM,0.052,0.1147,0.0613,0.0721,0.041013864,0.546643418,0.149791956,0.315770381,0.534437663,0.590846047,0.652578237,,,
C_cephalanthii,1567,B,5,old,2017-12-13,12:12:56 PM,0.0225,0.0382,0.0221,0.026,0.017627988,0.410994764,0.15,0.271465969,0.578534031,0.469230769,0.534162175,,,
C_indecora,ss.16.77,B,4,fruit,2018-01-25,12:25:31 PM,0.1039,0.3775,0.2412,0.2838,0.095244983,0.724768212,0.150105708,0.210953894,0.638940397,0.330162086,0.774071246,,,
C_indecora,ss.16.77,A,3,haustorium,2017-12-13,1:34:11 PM,0.0431,0.1176,0.0583,0.0686,0.034158005,0.633503401,0.150145773,0.354105928,0.495748299,0.714285714,0.700946474,,,
C_polygonorum,1705,D,2,haustorium,2018-07-06,12:10:49 PM,0.1319,0.3353,0.1833,0.2157,0.108281758,0.606620936,0.150208623,0.303116757,0.54667462,0.554473806,0.698375254,,,
C_tasmanica,ss.17.15 ,B,5,flower,2018-05-25,12:21:17 PM,0.0387,0.1181,0.0637,0.075,0.032567216,0.6723116,0.150666667,0.309959921,0.539373412,0.574666667,0.733696477,,,
C_californica,ss.17.105 ,D,3,haustorium,2018-05-25,1:08:20 PM,0.074,0.1941,0.0941,0.1108,0.057514894,0.61875322,0.150722022,0.36447633,0.484801649,0.751805054,0.686591597,,,
C_sandwichiana,155,S2,1,seedling,2017-11-09,5:54:52 PM,0.0475,0.0975,0.0574,0.0676,0.039079108,0.512820513,0.150887574,0.260394477,0.588717949,0.442307692,0.642367433,,,
Ipomoea_nil,IPNI,B,1,flower,2018-06-12,5:26:04 PM,0.0975,0.2681,0.1186,0.1397,0.07307455,0.636329728,0.151037938,0.406589812,0.442372249,0.919112384,0.683304202,,,
C_australis,1382,A,3,haustorium,2018-01-25,11:30:18 AM,0.0324,0.0618,0.0191,0.0225,0.016912629,0.475728155,0.151111111,0.5398274,0.309061489,1.746666667,0.391484807,,,
C_polygonorum,1705,A,3,haustorium,2018-01-25,11:10:26 AM,0.0235,0.0495,0.0275,0.0324,0.018791564,0.525252525,0.151234568,0.293209877,0.555555556,0.527777778,0.639929237,,,
C_polygonorum,1705,S,1,seedling,2017-11-09,6:13:19 PM,0.0618,0.174,0.0853,0.1005,0.049057237,0.644827586,0.151243781,0.358526334,0.490229885,0.731343284,0.704525977,,,
C_californica,ss.17.105 ,D,7,flower,2018-07-06,2:13:32 PM,0.0534,0.1167,0.0578,0.0681,0.040254571,0.542416452,0.151248164,0.353464775,0.495287061,0.713656388,0.630100868,,,
C_cephalanthii,1567,D,13,flower,2018-04-03,4:33:24 PM,0.2049,0.6637,0.3373,0.398,0.169886369,0.691276179,0.152512563,0.339275896,0.508211541,0.66758794,0.733904547,,,
C_epithymum,CUEP ,A,2,haustorium,2018-05-25,4:36:01 PM,0.0201,0.0397,0.0216,0.0255,0.015679385,0.493702771,0.152941176,0.302978219,0.544080605,0.556862745,0.602876209,,,
C_australis,1382,C,3,old,2017-12-13,2:31:06 PM,0.0333,0.0569,0.0299,0.0353,0.02451945,0.414762742,0.152974504,0.321542192,0.525483304,0.611898017,0.499097924,,,
C_epithymum,CUEP,D,6,flower,8/20/18,17:36:48,0.0157,0.0451,0.0299,0.0353,0.014316407,0.651884701,0.152974504,0.184054321,0.662971175,0.277620397,0.742656089,,,
C_cephalanthii,1567,B,8,seed,2017-12-21,10:08:02 AM,0.1314,0.3618,0.1436,0.1696,0.093087174,0.63681592,0.153301887,0.449793746,0.396904367,1.133254717,0.660187691,,,
C_compacta,1566,D,2,seed,2018-03-23,3:29:35 PM,0.101,0.2074,0.1029,0.1216,0.075170599,0.513018322,0.153782895,0.350074386,0.496142719,0.705592105,0.59723797,,,
Ipomoea_nil,IPNI,B,1,fruit,2018-05-25,5:19:57 PM,0.1539,0.6118,0.302,0.3569,0.130461272,0.748447205,0.153824601,0.352550032,0.493625368,0.71420566,0.757550308,,,
C_californica,ss.17.105 ,D,3,flower,2018-07-06,2:13:32 PM,0.077,0.2152,0.1225,0.1451,0.065651383,0.642193309,0.155754652,0.27500743,0.569237918,0.483115093,0.715539416,,,
C_sandwichiana,155,A,1,young,2018-01-15,10:49:39 AM,0.0132,0.0211,0.0157,0.0186,0.012176167,0.374407583,0.155913978,0.100010192,0.744075829,0.134408602,0.548556137,,,
C_denticulata,ss.13.46,A,5,old,2018-05-29,3:19:24 PM,0.0049,0.0088,0.0054,0.0064,0.004053584,0.443181818,0.15625,0.230113636,0.613636364,0.375,0.573818109,,,
C_epithymum,CUEP ,A,5,old,2018-05-25,4:27:35 PM,0.0054,0.0083,0.0054,0.0064,0.004525844,0.34939759,0.15625,0.19314759,0.65060241,0.296875,0.466426455,,,
C_californica,ss.17.105 ,E,8,flower,2018-07-06,2:26:42 PM,0.125,0.3971,0.2123,0.2525,0.105908209,0.685217829,0.159207921,0.30616604,0.534626039,0.572673267,0.725769091,,,
C_polygonorum,1705,D,3,haustorium,2018-07-06,12:10:49 PM,0.0784,0.1632,0.0946,0.1127,0.064512943,0.519607843,0.160603372,0.259739765,0.579656863,0.44809228,0.624380465,,,
Ipomoea_nil,IPNI,B,4,seed,2018-07-06,1:58:18 PM,0.098,0.4691,0.3113,0.3711,0.09287611,0.79108932,0.161142549,0.17524628,0.66361117,0.264079763,0.785065186,,,
C_tasmanica,ss.17.15,B,2,old,2018-04-17,2:09:31 PM,0.0064,0.0108,0.0078,0.0093,0.005841658,0.407407407,0.161290323,0.116487455,0.722222222,0.161290323,0.5662662,,,
C_gracillima,CUGR,A,4,young,2018-05-29,4:36:34 PM,0.0142,0.0275,0.0078,0.0093,0.007062856,0.483636364,0.161290323,0.555073314,0.283636364,1.956989247,0.329502215,,,
C_indecora,ss.16.77,E,3,seed,2018-03-23,3:52:37 PM,0.0475,0.0848,0.0534,0.0637,0.040066084,0.439858491,0.161695447,0.208587571,0.629716981,0.331240188,0.564185646,,,
C_cephalanthii,1567,G,5,seed (old),2018-05-29,12:53:01 PM,0.2922,0.6211,0.274,0.327,0.205323177,0.529544357,0.162079511,0.396767696,0.441152793,0.899388379,0.564419922,,,
C_cephalanthii,1567,A,3,old,2017-12-21,10:20:01 AM,0.0201,0.0353,0.0201,0.024,0.015850549,0.430594901,0.1625,0.268094901,0.569405099,0.470833333,0.521440173,,,
C_cephalanthii,1567,G,5,old,2018-04-03,5:27:45 PM,0.0093,0.0167,0.0103,0.0123,0.007755097,0.443113772,0.162601626,0.220631907,0.616766467,0.357723577,0.559946621,,,
C_sandwichiana,155,C,1,haustorium,2017-12-13,3:55:12 PM,0.1451,0.3789,0.1608,0.1922,0.105758625,0.617049353,0.163371488,0.41224213,0.424386382,0.971383975,0.636748028,,,
C_californica,ss.17.105 ,D,4,flower,2018-07-06,2:13:32 PM,0.0569,0.1446,0.075,0.0897,0.04585613,0.606500692,0.163879599,0.317448202,0.518672199,0.612040134,0.664719376,,,
C_australis,1382,A,4,old,2018-01-25,11:20:59 AM,0.0108,0.0196,0.0127,0.0152,0.009314312,0.448979592,0.164473684,0.187567132,0.647959184,0.289473684,0.575240808,,,
C_polygonorum,1705,A,10,flower,2018-01-25,10:20:42 AM,0.1456,0.3431,0.2182,0.2613,0.128525644,0.575633926,0.164944508,0.199089301,0.635966191,0.313050134,0.675389125,,,
C_sandwichiana,155,D,1,haustorium,2018-01-25,1:21:03 PM,0.0681,0.1441,0.0912,0.1093,0.059193337,0.52741152,0.165599268,0.201506908,0.632893824,0.318389753,0.638770598,,,
C_monogyna,CUMO,B,2,haustorium,2017-12-13,11:08:41 AM,0.0608,0.1819,0.0642,0.077,0.041776582,0.665750412,0.166233766,0.480825057,0.352941176,1.362337662,0.636605396,,,
C_cephalanthii,1567,B,2,haustorium,2017-12-13,12:25:12 PM,0.0505,0.1245,0.0637,0.0765,0.040254818,0.59437751,0.167320261,0.321033152,0.511646586,0.62745098,0.646849618,,,
C_monogyna,CUMO,B,1,haustorium,2017-12-13,11:08:41 AM,0.0755,0.2196,0.0706,0.0848,0.048819181,0.656193078,0.16745283,0.511053545,0.321493625,1.589622642,0.605345276,,,
C_gracillima,CUGR,A,5,haustorium,2018-07-06,1:31:44 PM,0.1294,0.2863,0.1118,0.1343,0.085607995,0.548026546,0.167535369,0.441965155,0.390499476,1.13179449,0.537911819,,,
C_indecora,ss.16.77,B,1,flower,2018-03-23,3:39:17 PM,0.0809,0.202,0.1289,0.1549,0.072117696,0.59950495,0.167850226,0.194030962,0.638118812,0.30406714,0.685923215,,,
C_tasmanica,ss.17.15,D,1,haustorium,2018-05-03,1:52:11 PM,0.0721,0.2637,0.1672,0.201,0.066433874,0.726583239,0.168159204,0.197786947,0.634053849,0.311940299,0.748822374,,,
Ipomoea_nil,IPNI,B,3,seed,2018-07-06,1:58:18 PM,0.0868,0.4118,0.2765,0.3324,0.082639181,0.789218067,0.168170878,0.160386674,0.671442448,0.238868833,0.776185872,,,
C_sandwichiana,155,-,2,seedling,8/24/18,12:33:37,0.0059,0.0118,0.0069,0.0083,0.004872637,0.5,0.168674699,0.246579538,0.584745763,0.421686747,0.591522717,,,
C_compacta,1566,B,2,old,2017-12-21,11:24:24 AM,0.0157,0.0245,0.0167,0.0201,0.01376857,0.359183673,0.169154229,0.149213118,0.681632653,0.218905473,0.462996528,,,
C_sandwichiana,155,C,3,old,2017-12-13,3:46:17 PM,0.0324,0.0598,0.0358,0.0431,0.026778318,0.45819398,0.16937355,0.231964243,0.598662207,0.387470998,0.552742188,,,
C_denticulata,ss.13.46,D,4,old,2018-06-22,4:47:32 PM,0.0279,0.0652,0.0407,0.049,0.024442089,0.57208589,0.169387755,0.206379116,0.624233129,0.330612245,0.662023375,,,
C_sandwichiana,155,-,2,seedling,8/24/18,12:18:16,0.0078,0.0152,0.0098,0.0118,0.006795259,0.486842105,0.169491525,0.185771632,0.644736842,0.288135593,0.600378891,,,
C_australis,1382,C,2,old,2017-12-13,2:31:06 PM,0.048,0.0784,0.0436,0.0525,0.036865204,0.387755102,0.16952381,0.274353741,0.556122449,0.493333333,0.430756892,,,
C_australis,1382,B,3,haustorium,2017-12-13,3:30:14 PM,0.1225,0.3466,0.1324,0.1598,0.08668578,0.646566647,0.17146433,0.446539132,0.381996538,1.168961202,0.625243897,,,
Ipomoea_nil,IPNI,A,1,seed,2018-06-26,4:57:58 PM,0.0765,0.4245,0.274,0.3309,0.072789507,0.819787986,0.171955273,0.182579473,0.645465253,0.282864914,0.779551775,,,
C_tasmanica,ss.17.15,A,1,flower,2018-04-17,3:16:54 PM,0.026,0.0642,0.0426,0.0515,0.023639159,0.595015576,0.172815534,0.163633064,0.663551402,0.246601942,0.680555233,,,
C_cephalanthii,1567,D,2,flower,2018-04-19,5:03:34 PM,0.0529,0.1186,0.0559,0.0676,0.03958078,0.553962901,0.173076923,0.355590868,0.471332209,0.75443787,0.582429496,,,
C_costaricensis,CUCO,B,4,old,2018-05-25,2:16:35 PM,0.0152,0.0255,0.0162,0.0196,0.012887562,0.403921569,0.173469388,0.191236495,0.635294118,0.301020408,0.493477637,,,
C_indecora,ss.16.77,A,1,haustorium,2017-12-13,1:34:11 PM,0.0353,0.1044,0.0441,0.0534,0.026683275,0.661877395,0.174157303,0.403428904,0.422413793,0.95505618,0.651903447,,,
C_cephalanthii,1567,F,5,old,2018-03-23,4:26:33 PM,0.0284,0.0559,0.0275,0.0333,0.021118339,0.491949911,0.174174174,0.333875915,0.491949911,0.678678679,0.523874472,,,
C_monogyna,CUMO,D,1,flower,2018-03-23,4:55:02 PM,0.1569,0.3951,0.1926,0.2333,0.123019265,0.602885345,0.174453493,0.33807498,0.487471526,0.693527647,0.630941886,,,
C_polygonorum,1705,B,3,old,2017-12-13,2:09:18 PM,0.0284,0.0549,0.0279,0.0338,0.02146746,0.482695811,0.174556213,0.317247066,0.508196721,0.624260355,0.521590862,,,
C_sandwichiana,155,A,3,young,2018-01-15,10:49:39 AM,0.0103,0.0162,0.0113,0.0137,0.009229206,0.364197531,0.175182482,0.127286654,0.697530864,0.182481752,0.463182619,,,
C_monogyna,CUMO,C,2,haustorium,2018-01-25,10:58:25 AM,0.0422,0.1211,0.0618,0.075,0.034755557,0.651527663,0.176,0.313677952,0.510322048,0.614666667,0.672004407,,,
Ipomoea_nil,IPNI,B,2,seed,2018-07-06,1:58:18 PM,0.0868,0.424,0.2794,0.3392,0.082573929,0.795283019,0.17629717,0.164740566,0.658962264,0.25,0.766976131,,,
C_polygonorum,1705,B,2,old,2017-12-13,2:09:18 PM,0.0319,0.0574,0.027,0.0328,0.02251534,0.444250871,0.176829268,0.352787456,0.470383275,0.75,0.436053324,,,
Ipomoea_nil,IPNI,E,1,seed,2018-05-25,3:55:26 PM,0.074,0.3333,0.2186,0.2657,0.070043429,0.777977798,0.177267595,0.166866818,0.655865587,0.254422281,0.759272077,,,
C_gracillima,CUGR,C,2,old,2018-07-06,1:05:03 PM,0.0681,0.1593,0.05,0.0608,0.040234661,0.572504708,0.177631579,0.508495226,0.313873195,1.620065789,0.474844546,,,
C_epithymum,CUEP ,A,5,haustorium,2018-05-25,4:36:01 PM,0.0289,0.052,0.0294,0.0358,0.023092412,0.444230769,0.17877095,0.255844435,0.565384615,0.452513966,0.496363898,,,
C_gracillima,CUGR,A,4,haustorium,2018-07-06,1:31:44 PM,0.0809,0.1691,0.0471,0.0574,0.041895553,0.521584861,0.179442509,0.542024079,0.278533412,1.945993031,0.335674462,,,
C_tasmanica,ss.17.15,D,2,flower,2018-05-29,10:52:34 AM,0.024,0.0623,0.0402,0.049,0.021728047,0.614767255,0.179591837,0.175143316,0.645264848,0.271428571,0.677324178,,,
C_cephalanthii,1567,D,2,haustorium,2018-03-08,11:59:03 AM,0.0716,0.1588,0.0603,0.0735,0.047004203,0.549118388,0.179591837,0.440685241,0.379722922,1.160544218,0.501807784,,,
C_australis,1382,A,2,haustorium,2018-01-25,11:30:18 AM,0.0392,0.0882,0.0201,0.0245,0.018185567,0.555555556,0.179591837,0.592517007,0.227891156,2.6,0.303183673,,,
Ipomoea_nil,IPNI,C,1,young,2018-04-19,12:29:01,0.1946,0.6735,0.2235,0.2725,0.136543192,0.711061618,0.179816514,0.488334934,0.331848552,1.471559633,0.639591421,,,
C_compacta,1566,A,1,haustorium,2017-11-15,12:14:15 PM,0.1529,0.4426,0.151,0.1843,0.103020755,0.654541347,0.180683668,0.478150494,0.341165838,1.401519262,0.590301314,,,
C_cephalanthii,1567,D,14,flower,2018-04-03,4:33:24 PM,0.1127,0.3868,0.1662,0.2029,0.08915568,0.708634953,0.180877279,0.3894433,0.429679421,0.906357812,0.677346526,,,
C_sandwichiana,155,A,1,haustorium,2018-01-25,12:33:35 PM,0.098,0.2275,0.1103,0.1348,0.075603649,0.569230769,0.181750742,0.333414093,0.484835165,0.68768546,0.58612314,,,
C_cephalanthii,1567,B,8,old,2017-12-13,12:12:56 PM,0.024,0.0417,0.0225,0.0275,0.018501563,0.424460432,0.181818182,0.278613473,0.539568345,0.516363636,0.444347948,,,
C_cephalanthii,1567,G,3,old,2018-04-03,5:27:45 PM,0.0108,0.0206,0.0108,0.0132,0.008346794,0.475728155,0.181818182,0.293909974,0.524271845,0.560606061,0.505481531,,,
C_monogyna,CUMO,A,1,haustorium,2017-12-13,10:35:22 AM,0.0505,0.1314,0.0485,0.0593,0.034417441,0.615677321,0.182124789,0.448773232,0.369101979,1.215851602,0.565961045,,,
C_denticulata,ss.13.46,D,2,haustorium,2018-05-29,4:58:54 PM,0.0456,0.1029,0.0525,0.0642,0.035986789,0.556851312,0.182242991,0.307552928,0.510204082,0.602803738,0.585300666,,,
C_cephalanthii,1567,B,1,haustorium,2017-12-13,12:25:12 PM,0.1039,0.25,0.0946,0.1157,0.070088473,0.5844,0.182368194,0.439231806,0.3784,1.160760588,0.537397644,,,
C_denticulata,ss.13.46,D,3,haustorium,2018-06-22,4:57:03 PM,0.0456,0.0858,0.0549,0.0672,0.039752319,0.468531469,0.183035714,0.177104146,0.63986014,0.276785714,0.551874714,,,
C_cephalanthii,1567,D,2,haustorium,2018-03-04,4:43:17 PM,0.2794,0.8191,0.2667,0.3265,0.184466686,0.658893908,0.183154671,0.49124406,0.32560127,1.508728943,0.578972016,,,
C_cephalanthii,1567,D,2,haustorium,2018-03-04,4:43:17 PM,0.2794,0.8191,0.2667,0.3265,0.184466686,0.658893908,0.183154671,0.49124406,0.32560127,1.508728943,0.578972016,,,
Ipomoea_nil,IPNI,E,5,flower,2018-07-06,1:49:54 PM,0.0868,0.275,0.0877,0.1074,0.058155221,0.684363636,0.183426443,0.497664466,0.318909091,1.560521415,0.599957591,,,
C_polygonorum,1705,C,6,old,2017-12-13,11:41:35 AM,0.0206,0.0417,0.024,0.0294,0.017071699,0.505995204,0.183673469,0.240786962,0.575539568,0.418367347,0.561983455,,,
