Species,Accession#,Individual,AOI # (Sample per Replicate),Tissue,Measurement Date,Time,Fo,Fm,Ft,F'm,Fo',Fv/Fm,φPSII,ΦNPQ,"Φf,D",NPQ,1-qP,Comments,exclude,
C_sandwichiana,155,A,5,old,2018-01-15,11:31:08 AM,0.0127,0.0201,0.0137,0.0147,0.010307565,0.368159204,0.068027211,0.250380749,0.68159204,0.367346939,0.772335851,,,
C_australis,1382,B,2,haustorium,2017-12-13,3:30:14 PM,0.0936,0.25,0.1662,0.1784,0.081372647,0.6256,0.06838565,0.26681435,0.6648,0.401345291,0.874262261,,,
C_indecora,ss.16.77,B,3,fruit,2018-01-25,12:25:31 PM,0.0775,0.2824,0.1971,0.2118,0.07100465,0.725566572,0.069405099,0.232648725,0.697946176,0.333333333,0.895593143,,,
C_cephalanthii,1567,B,10,flower,2017-12-21,10:08:02 AM,0.0485,0.1059,0.0588,0.0632,0.037039135,0.542020774,0.069620253,0.375138954,0.555240793,0.675632911,0.831809845,,,
C_monogyna,CUMO,D,1,haustorium,2018-02-16,4:27:24 PM,0.1358,0.2525,0.0907,0.0975,0.073207597,0.462178218,0.06974359,0.571048489,0.359207921,1.58974359,0.720077093,,,
C_compacta,1566,-,1,seedling,2017-11-02,3:45:51 PM,0.2387,0.5662,0.2088,0.2245,0.145400792,0.57841752,0.069933185,0.56129253,0.368774285,1.522048998,0.80151508,,,
C_denticulata,ss.13.46,C,4,flower,2018-06-20,3:03:14 PM,0.0745,0.1995,0.1358,0.1461,0.065552646,0.626566416,0.070499658,0.248798588,0.680701754,0.36550308,0.872124912,,,
C_cephalanthii,1567,B,1,haustorium,2017-12-21,10:34:52 AM,0.1642,0.375,0.1922,0.2069,0.121113467,0.562133333,0.071048816,0.416417851,0.512533333,0.812469792,0.828644432,,,
C_indecora,ss.16.77,E,5,flower,2018-03-23,3:52:37 PM,0.0466,0.0779,0.0569,0.0613,0.040103514,0.401797176,0.07177814,0.19779824,0.73042362,0.270799347,0.792418422,,,
C_cephalanthii,1567,D,2,old,2018-03-08,12:10:52 PM,0.0059,0.0093,0.0064,0.0069,0.004833435,0.365591398,0.072463768,0.239364189,0.688172043,0.347826087,0.758052559,,,
C_polygonorum,1705,C,11,fruit,2017-12-13,1:00:53 PM,0.15,0.377,0.1971,0.2127,0.114736738,0.602122016,0.073342736,0.403845593,0.522811671,0.772449459,0.840756629,,,
C_monogyna,CUMO,C,2,seed,2018-01-25,10:50:10 AM,0.0588,0.1809,0.1044,0.1127,0.049135217,0.674958541,0.07364685,0.349238722,0.577114428,0.605146406,0.869424552,,,
C_cephalanthii,1567,A,5,flower,2017-12-21,10:53:16 AM,0.052,0.1544,0.074,0.0799,0.039573039,0.663212435,0.073842303,0.446883086,0.479274611,0.932415519,0.853695894,,,
C_cephalanthii,1567,A,4,seed,2017-12-21,10:53:16 AM,0.0838,0.1912,0.1284,0.1387,0.071875979,0.561715481,0.074260995,0.254190888,0.671548117,0.37851478,0.845863811,,,
C_denticulata,ss.13.46,D,4,haustorium,2018-05-29,4:58:54 PM,0.0529,0.1059,0.073,0.0789,0.045177337,0.500472144,0.0747782,0.235892244,0.689329556,0.342205323,0.825043474,,,
C_australis,1382,C,4,fruit,2018-01-25,10:33:13 AM,0.051,0.1333,0.0789,0.0853,0.041965149,0.617404351,0.075029308,0.333072717,0.591897974,0.562719812,0.852312865,,,
C_compacta,1566,D,2,flower,2018-03-08,11:00:04 AM,0.0284,0.0652,0.0353,0.0382,0.021714652,0.564417178,0.07591623,0.382672727,0.541411043,0.706806283,0.824086213,,,
C_tasmanica,ss.17.15,D,1,flower,2018-05-29,10:52:34 AM,0.0142,0.023,0.0181,0.0196,0.01282632,0.382608696,0.076530612,0.136512866,0.786956522,0.173469388,0.778554627,,,
C_polygonorum,1705,A,5,seed,2018-01-25,10:20:42 AM,0.1333,0.2681,0.2039,0.221,0.120528239,0.502797464,0.077375566,0.162087321,0.760537113,0.213122172,0.829802923,,,
C_tasmanica,ss.17.15,D,1,young,2018-05-03,1:32:11 PM,0.0059,0.0078,0.0059,0.0064,0.005062358,0.243589744,0.078125,0.165464744,0.756410256,0.21875,0.626207854,,,
C_gracillima,CUGR,A,3,old,2018-06-20,1:42:37 PM,0.0049,0.0083,0.0059,0.0064,0.004169278,0.409638554,0.078125,0.211031627,0.710843373,0.296875,0.775857364,,,
C_cephalanthii,1567,D,14,seed,2018-04-19,5:03:34 PM,0.299,0.6725,0.348,0.3775,0.221901728,0.555390335,0.078145695,0.404382186,0.517472119,0.781456954,0.810409205,,,
C_cephalanthii,1567,B,4,haustorium,2017-12-21,10:34:52 AM,0.1314,0.2495,0.1314,0.1426,0.094206696,0.473346693,0.078541374,0.394805319,0.526653307,0.749649369,0.768563025,,,
C_sandwichiana,155,D,3,old,2018-01-25,1:13:25 PM,0.0137,0.0221,0.0162,0.0176,0.011825641,0.380090498,0.079545455,0.187422871,0.733031674,0.255681818,0.757548855,,,
C_denticulata,ss.13.46,C,5,flower,2018-06-20,3:03:14 PM,0.0775,0.2299,0.1745,0.1897,0.072332784,0.662896912,0.080126516,0.160847821,0.759025663,0.211913548,0.870491944,,,
C_tasmanica,ss.17.15,C,1,flower,2018-06-22,1:42:52 PM,0.0191,0.0392,0.0275,0.0299,0.016586324,0.512755102,0.080267559,0.218201829,0.701530612,0.311036789,0.819734228,,,
C_denticulata,ss.13.46,-,5,seedling,2018-04-17,1:38:52 PM,0.0284,0.0603,0.0216,0.0235,0.016345021,0.529021559,0.080851064,0.560939981,0.358208955,1.565957447,0.734450659,,,
C_cephalanthii,1567,A,2,seedling ,8/24/18,13:52:40,0.0064,0.027,0.0113,0.0123,0.004987189,0.762962963,0.081300813,0.500180668,0.418518519,1.195121951,0.863253688,,,
C_polygonorum,1705,C,1,haustorium,2017-12-13,11:51:43 AM,0.0235,0.0338,0.0225,0.0245,0.018592987,0.304733728,0.081632653,0.252686874,0.665680473,0.379591837,0.661419392,,,
Ipomoea_nil,IPNI,E,1,flower,2018-06-20,12:30:52 PM,0.049,0.1373,0.0544,0.0593,0.033346396,0.643117261,0.082630691,0.521156636,0.396212673,1.3153457,0.81120156,,,
C_cephalanthii,1567,G,2,flower (old),2018-05-29,12:43:35 PM,0.1466,0.2279,0.152,0.1657,0.118086117,0.35673541,0.082679541,0.250361266,0.666959193,0.375377188,0.712268794,,,
C_cephalanthii,1567,B,2,seed,2017-12-21,10:08:02 AM,0.174,0.5407,0.3044,0.3319,0.144704655,0.678194932,0.082856282,0.354169795,0.562973923,0.629105152,0.853094638,,,
C_denticulata,ss.13.46,D,3,haustorium,2018-05-29,4:58:54 PM,0.0461,0.0917,0.0804,0.0877,0.04506665,0.497273719,0.083238312,0.039989605,0.876772083,0.045610034,0.828772544,,,
C_cephalanthii,1567,G,1,flower (old),2018-05-29,12:43:35 PM,0.2387,0.3368,0.2162,0.2363,0.183414001,0.291270784,0.085061363,0.273014647,0.64192399,0.425306813,0.619937216,,,
C_polygonorum,1705,A,4,seed,2018-01-25,10:20:42 AM,0.0897,0.1882,0.1632,0.1784,0.087411389,0.523379384,0.085201794,0.047635613,0.867162593,0.054932735,0.832946126,,,
C_monogyna,CUMO,A,1,haustorium,2017-12-13,10:35:22 AM,0.0569,0.1176,0.0525,0.0574,0.037745971,0.516156463,0.085365854,0.468205575,0.446428571,1.048780488,0.750687253,,,
C_tasmanica,ss.17.15 ,B,3,flower,2018-05-25,12:21:17 PM,0.0475,0.1176,0.0735,0.0804,0.040020745,0.596088435,0.085820896,0.289179104,0.625,0.462686567,0.829120176,,,
C_tasmanica,ss.17.15,A,4,flower,2018-04-17,3:16:54 PM,0.0441,0.1603,0.125,0.1368,0.042109917,0.72489083,0.08625731,0.133954792,0.779787898,0.171783626,0.875382938,,,
C_sandwichiana,155,C,13,flower,2018-01-15,9:59:00 AM,0.0676,0.1534,0.0985,0.1078,0.056978653,0.559322034,0.086270872,0.271617003,0.642112125,0.423005566,0.817006031,,,
C_epithymum,CUEP,C,3,old,2018-05-29,2:05:22 PM,0.048,0.0647,0.051,0.0559,0.042980305,0.258114374,0.08765653,0.124089993,0.788253478,0.157423971,0.620734076,,,
C_polygonorum,1705,A,6,seed,2018-01-25,10:20:42 AM,0.1386,0.4103,0.2706,0.2966,0.12270977,0.662198391,0.087660148,0.252822425,0.659517426,0.383344572,0.850480386,,,
C_polygonorum,1705,A,4,haustorium,2018-01-25,10:10:26 AM,0.0358,0.0799,0.0505,0.0554,0.029879415,0.551939925,0.088447653,0.279512297,0.63204005,0.442238267,0.807998135,,,
C_californica,ss.17.105 ,D,6,young,2018-05-25,12:42:05 PM,0.0127,0.0152,0.0103,0.0113,0.009857436,0.164473684,0.088495575,0.233872846,0.677631579,0.345132743,0.306789882,,,
C_denticulata,ss.13.46,-,1,seedling,2018-04-17,1:38:52 PM,0.0397,0.1015,0.0348,0.0382,0.024087847,0.608866995,0.089005236,0.568137622,0.342857143,1.657068063,0.759072906,,,
C_tasmanica,ss.17.15,A,6,flower,2018-04-17,3:16:54 PM,0.0338,0.0961,0.0701,0.077,0.031087776,0.648283039,0.08961039,0.180941119,0.729448491,0.248051948,0.849713228,,,
C_epithymum,CUEP,D,3,flower,8/20/18,18:10:01,0.0103,0.024,0.0152,0.0167,0.008672955,0.570833333,0.089820359,0.276846307,0.633333333,0.437125749,0.813131724,,,
C_tasmanica,ss.17.15 ,B,7,flower,2018-05-25,12:21:17 PM,0.0284,0.0647,0.0441,0.0485,0.024768493,0.561051005,0.090721649,0.227670932,0.681607419,0.334020619,0.814592476,,,
C_cephalanthii,1567,G,3,haustorium,2018-03-04,5:38:33 PM,0.1054,0.2534,0.1172,0.1289,0.075191995,0.584056827,0.090768037,0.446722097,0.462509866,0.965865012,0.782155378,,,
C_denticulata,ss.13.46,C,10,flower,2018-06-20,3:03:14 PM,0.0618,0.1897,0.1377,0.1515,0.05710889,0.674222457,0.091089109,0.183027918,0.725882973,0.252145215,0.853799791,,,
C_cephalanthii,1567,B,3,haustorium,2017-12-21,10:34:52 AM,0.0667,0.1025,0.0534,0.0588,0.044957542,0.349268293,0.091836735,0.387187656,0.52097561,0.743197279,0.609895871,,,
C_tasmanica,ss.17.15,B,3,old,2018-04-17,2:09:31 PM,0.0039,0.0059,0.0049,0.0054,0.003675067,0.338983051,0.092592593,0.076898933,0.830508475,0.092592593,0.710133745,,,
C_tasmanica,ss.17.15,B,4,old,2018-03-15,4:32:42 PM,0.0049,0.0059,0.0049,0.0054,0.004550102,0.169491525,0.092592593,0.076898933,0.830508475,0.092592593,0.411694102,,,
C_gronovii,1707,-,2,seedling,2017-11-02,3:35:31 PM,0.1319,0.5206,0.0294,0.0324,0.027378629,0.746638494,0.092592593,0.850934107,0.0564733,15.06790123,0.40255358,,,
C_cephalanthii,1567,B,2,haustorium,2017-12-21,10:34:52 AM,0.1657,0.4441,0.2485,0.274,0.134537119,0.626885837,0.093065693,0.347375649,0.559558658,0.62080292,0.817155649,,,
C_denticulata,ss.13.46,C,9,flower,2018-06-20,3:03:14 PM,0.0446,0.1299,0.0985,0.1088,0.041815684,0.656658968,0.094669118,0.147055286,0.758275597,0.193933824,0.846232661,,,
C_australis,1382,B,4,haustorium,2017-12-13,3:30:14 PM,0.0902,0.1873,0.1127,0.1245,0.07257118,0.518419648,0.094779116,0.303512394,0.601708489,0.504417671,0.772765874,,,
C_tasmanica,ss.17.15,C,4,flower,2018-06-22,1:42:52 PM,0.0186,0.0441,0.0333,0.0368,0.017163959,0.578231293,0.095108696,0.149789264,0.755102041,0.198369565,0.821756331,,,
C_tasmanica,ss.17.15,C,6,flower,2018-06-22,1:42:52 PM,0.0294,0.0858,0.0608,0.0672,0.026853174,0.657342657,0.095238095,0.196137196,0.708624709,0.276785714,0.84137538,,,
C_australis,1382,-,2,seedling,2017-11-02,12:02:09 PM,0.0618,0.2353,0.0235,0.026,0.019844075,0.737356566,0.096153846,0.803973651,0.099872503,8.05,0.593887165,,,
C_costaricensis,CUCO,B,7,young,2018-05-25,2:04:09 PM,0.0078,0.0118,0.0093,0.0103,0.007115071,0.338983051,0.097087379,0.114777028,0.788135593,0.145631068,0.686021303,,,
C_gracillima,CUGR,B,3,haustorium,2018-07-06,10:49:28 AM,0.1059,0.2853,0.0995,0.1103,0.066649021,0.628811777,0.097914778,0.553329526,0.348755696,1.586582049,0.752582871,,,
C_cephalanthii,1567,D,13,seed,2018-04-19,5:03:34 PM,0.2368,0.5784,0.2441,0.2706,0.161562447,0.590594744,0.097930525,0.480043196,0.422026279,1.137472284,0.756964464,,,
C_polygonorum,1705,D,5,haustorium,2018-07-06,12:10:49 PM,0.077,0.1245,0.0809,0.0897,0.062099626,0.381526104,0.098104794,0.252096009,0.649799197,0.387959866,0.681163738,,,
C_tasmanica,ss.17.15 ,B,2,flower,2018-05-25,12:21:17 PM,0.0676,0.1975,0.1299,0.1441,0.059990761,0.657721519,0.098542679,0.243735802,0.657721519,0.370575989,0.831171936,,,
C_sandwichiana,155,D,2,old,2018-01-25,1:13:25 PM,0.0157,0.024,0.0172,0.0191,0.01344382,0.345833333,0.09947644,0.183856894,0.716666667,0.256544503,0.664084258,,,
Ipomoea_nil,IPNI,B,2,flower,2018-06-26,4:50:06 PM,0.0485,0.1613,0.075,0.0833,0.03784477,0.699318041,0.099639856,0.435388042,0.464972102,0.93637455,0.817402751,,,
C_compacta,1566,-,2,seedling,2017-11-02,3:45:51 PM,0.2377,0.6328,0.0397,0.0441,0.039521876,0.624367889,0.099773243,0.837489716,0.062737042,13.34920635,0.038907574,,,
C_australis,1382,-,2,seedling,2017-11-02,2:55:01 PM,0.0843,0.3382,0.0529,0.0588,0.038591609,0.750739208,0.100340136,0.743243542,0.156416322,4.75170068,0.70804207,,,
C_indecora,ss.16.77,B,2,flower,2018-03-23,3:39:17 PM,0.1162,0.3108,0.1882,0.2093,0.098365368,0.626126126,0.100812231,0.293653663,0.605534106,0.484949833,0.8097979,,,
C_polygonorum,1705,C,5,old,2017-12-13,11:41:35 AM,0.0407,0.0672,0.0343,0.0382,0.027880718,0.394345238,0.102094241,0.387489092,0.510416667,0.759162304,0.622066747,,,
C_gracillima,CUGR,B,1,old,2018-07-06,10:42:14 AM,0.025,0.0623,0.0294,0.0328,0.018370048,0.598715891,0.103658537,0.424431351,0.471910112,0.899390244,0.764378988,,,
C_epithymum,CUEP,A,2,flower,8/20/18,15:54:37,0.0422,0.0642,0.0422,0.0471,0.034069483,0.342679128,0.10403397,0.238645157,0.657320872,0.363057325,0.623959666,,,
C_denticulata,ss.13.46,B,3,haustorium,2018-06-20,1:19:35 PM,0.052,0.1765,0.125,0.1397,0.048254996,0.705382436,0.105225483,0.186559219,0.708215297,0.263421618,0.839247643,,,
C_sandwichiana,155,S2,2,seedling,2017-11-09,6:04:24 PM,0.0338,0.0495,0.0373,0.0417,0.029971892,0.317171717,0.105515588,0.140949059,0.753535354,0.18705036,0.624832929,,,
C_tasmanica,ss.17.15,C,2,flower,2018-06-22,1:42:52 PM,0.0201,0.0569,0.0373,0.0417,0.017807103,0.646748682,0.105515588,0.238948384,0.655536028,0.364508393,0.815844853,,,
C_gracillima,CUGR,A,3,haustorium,2018-07-06,1:31:44 PM,0.1338,0.3377,0.0574,0.0642,0.049778591,0.603790346,0.105919003,0.724107648,0.169973349,4.260124611,0.528478793,,,
C_cephalanthii,1567,A,5,old,2017-12-21,10:20:01 AM,0.0103,0.0181,0.0118,0.0132,0.008503666,0.430939227,0.106060606,0.242005692,0.651933702,0.371212121,0.701895117,,,
C_cephalanthii,1567,A,3,seed,2017-12-21,10:53:16 AM,0.1505,0.4632,0.1853,0.2074,0.107443418,0.675086356,0.106557377,0.493399445,0.400043178,1.233365477,0.778904005,,,
C_epithymum,CUEP,D,1,flower,8/20/18,18:10:01,0.0132,0.0343,0.0201,0.0225,0.010983278,0.61516035,0.106666667,0.307327502,0.586005831,0.524444444,0.791607372,,,
C_australis,1382,B,4,old,2017-12-13,3:17:31 PM,0.0123,0.0221,0.0083,0.0093,0.006964815,0.443438914,0.107526882,0.516907507,0.375565611,1.376344086,0.571768354,,,
C_australis,1382,A,3,old,2018-01-25,11:20:59 AM,0.0074,0.0127,0.0083,0.0093,0.006100468,0.417322835,0.107526882,0.238929811,0.653543307,0.365591398,0.687454325,,,
C_cephalanthii,1567,B,13,flower,2017-12-21,10:08:02 AM,0.0603,0.1422,0.0647,0.0725,0.042836638,0.575949367,0.107586207,0.437420825,0.454992968,0.96137931,0.737049363,,,
C_cephalanthii,1567,G,1,haustorium,2018-03-04,5:38:33 PM,0.1127,0.2525,0.0931,0.1044,0.0690071,0.553663366,0.108237548,0.523049581,0.368712871,1.418582375,0.680726925,,,
C_polygonorum,1705,A,3,seed,2018-01-25,10:20:42 AM,0.1186,0.2074,0.1696,0.1902,0.112768482,0.428158149,0.108307045,0.073949464,0.817743491,0.090431125,0.733958463,,,
C_monogyna,CUMO,D,3,flower,2018-03-23,4:55:02 PM,0.1696,0.4181,0.2181,0.2446,0.131704386,0.594355417,0.108340147,0.370014313,0.521645539,0.709321341,0.765269889,,,
C_cephalanthii,1567,B,4,seed,2017-12-21,10:08:02 AM,0.1755,0.525,0.2583,0.2897,0.1380245,0.665714286,0.108387988,0.399612012,0.492,0.812219537,0.79297909,,,
C_sandwichiana,155,-,1,seedling,8/24/18,12:18:16,0.0078,0.0167,0.0074,0.0083,0.005296419,0.532934132,0.108433735,0.448452493,0.443113772,1.012048193,0.700357678,,,
C_cephalanthii,1567,B,9,flower,2017-12-21,10:08:02 AM,0.0676,0.173,0.0917,0.1029,0.053388215,0.609248555,0.108843537,0.361098659,0.530057803,0.681243926,0.773791231,,,
C_denticulata,ss.13.46,D,5,haustorium,2018-05-29,4:58:54 PM,0.0681,0.1426,0.0843,0.0946,0.054817079,0.522440393,0.108879493,0.299956412,0.591164095,0.507399577,0.741094927,,,
C_sandwichiana,155,D,2,haustorium,2018-01-25,1:21:03 PM,0.0569,0.0975,0.0638,0.0716,0.046981966,0.416410256,0.108938547,0.236702478,0.654358974,0.361731844,0.683159099,,,
C_cephalanthii,1567,D,11,seed,2018-04-19,5:03:34 PM,0.2083,0.5926,0.2603,0.2922,0.153008077,0.648498144,0.1091718,0.45157744,0.439250759,1.028062971,0.770820036,,,
Ipomoea_nil,IPNI,B,1,fruit,2018-07-06,1:58:18 PM,0.0627,0.2887,0.124,0.1392,0.05084125,0.782819536,0.109195402,0.461292994,0.429511604,1.073994253,0.827974027,,,
C_cephalanthii,1567,A,9,seed,2017-12-21,10:53:16 AM,0.0941,0.2436,0.1471,0.1652,0.079521781,0.613711002,0.109564165,0.28657705,0.603858785,0.474576271,0.788744441,,,
C_monogyna,CUMO,D,5,flower,2018-03-23,4:55:02 PM,0.1745,0.4152,0.2255,0.2534,0.137579758,0.579720617,0.110102605,0.346785642,0.543111753,0.63851618,0.759109465,,,
C_cephalanthii,1567,G,2,haustorium,2018-03-04,5:38:33 PM,0.0794,0.1564,0.0676,0.076,0.051656918,0.492327366,0.110526316,0.45724862,0.432225064,1.057894737,0.654932763,,,
C_polygonorum,1705,A,9,flower,2018-01-25,10:20:42 AM,0.1147,0.2201,0.1608,0.1809,0.103061733,0.478873239,0.111111111,0.158311878,0.73057701,0.216694306,0.741772257,,,
C_polygonorum,1705,A,11,flower,2018-01-25,10:20:42 AM,0.1613,0.3172,0.2235,0.2515,0.14238552,0.49148802,0.111332008,0.184065218,0.704602774,0.261232604,0.743388777,,,
Ipomoea_nil,IPNI,E,2,flower,2018-06-21,3:58:53 PM,0.0549,0.1652,0.0618,0.0696,0.037693911,0.667675545,0.112068966,0.513839025,0.37409201,1.373563218,0.755532555,,,
C_cephalanthii,1567,D,10,flower,2018-04-03,4:33:24 PM,0.1627,0.4373,0.1941,0.2186,0.118566476,0.627944203,0.112076853,0.444063097,0.44386005,1.000457457,0.755082107,,,
C_denticulata,ss.13.46,D,5,haustorium,2018-06-22,4:57:03 PM,0.1123,0.2417,0.1662,0.1873,0.098947325,0.535374431,0.112653497,0.19971721,0.687629293,0.290443139,0.761184368,,,
C_compacta,1566,E,1,haustorium,2017-11-15,10:46:02 AM,0.123,0.2775,0.123,0.1387,0.085205852,0.556756757,0.113193944,0.443562813,0.443243243,1.000720981,0.706509951,,,
C_polygonorum,1705,C,10,fruit,2017-12-13,1:00:53 PM,0.1603,0.3721,0.1926,0.2172,0.122625583,0.569201827,0.113259669,0.369137537,0.517602795,0.713167587,0.739887372,,,
C_monogyna,CUMO,A,2,haustorium,2017-12-13,10:35:22 AM,0.0623,0.1446,0.0578,0.0652,0.040861093,0.569156293,0.113496933,0.486779693,0.399723375,1.217791411,0.695960053,,,
C_cephalanthii,1567,G,7,seed (old),2018-05-29,12:53:01 PM,0.2833,0.5961,0.349,0.3941,0.227806872,0.52474417,0.11443796,0.300089804,0.585472236,0.512560264,0.728792161,,,
C_tasmanica,ss.17.15,B,1,young,2018-03-15,4:44:24 PM,0.0064,0.0093,0.0069,0.0078,0.005652009,0.311827957,0.115384615,0.142679901,0.741935484,0.192307692,0.581003877,,,
C_tasmanica,ss.17.15,B,3,young,2018-03-15,4:44:24 PM,0.0059,0.0098,0.0069,0.0078,0.005111015,0.397959184,0.115384615,0.180533752,0.704081633,0.256410256,0.665301168,,,
C_compacta,1566,A,1,haustorium,2017-11-15,12:05:49 PM,0.0971,0.2529,0.098,0.1108,0.065062656,0.616053776,0.115523466,0.496971592,0.387504943,1.282490975,0.720141161,,,
C_cephalanthii,1567,D,1,haustorium,2018-03-04,4:43:17 PM,0.1735,0.7074,0.3735,0.4225,0.148877642,0.754735652,0.115976331,0.356033847,0.527989822,0.674319527,0.820921067,,,
C_cephalanthii,1567,B,6,seed,2017-12-21,10:08:02 AM,0.1745,0.5142,0.2515,0.2848,0.137040246,0.660637884,0.116924157,0.393966547,0.489109296,0.805477528,0.774634167,,,
C_monogyna,CUMO,C,5,seed,2018-01-25,10:50:10 AM,0.0877,0.2221,0.1181,0.1338,0.069570668,0.605132823,0.117339312,0.350918229,0.531742458,0.659940209,0.755563392,,,
Ipomoea_nil,IPNI,B,1,flower,2018-06-26,4:41:49 PM,0.0583,0.2436,0.1181,0.1338,0.048729595,0.760673235,0.117339312,0.397849522,0.484811166,0.820627803,0.815446981,,,
C_monogyna,CUMO,D,4,flower,2018-03-23,4:55:02 PM,0.1564,0.449,0.2436,0.276,0.128371702,0.651670379,0.117391304,0.34006972,0.542538976,0.626811594,0.780529882,,,
C_tasmanica,ss.17.15,A,5,flower,2018-04-17,3:16:54 PM,0.0343,0.0863,0.0593,0.0672,0.030818554,0.602549247,0.117559524,0.195302585,0.687137891,0.28422619,0.78285635,,,
C_australis,1382,-,1,seedling,2017-11-02,12:02:09 PM,0.0529,0.1686,0.0627,0.0711,0.036986227,0.68623962,0.11814346,0.509970419,0.371886121,1.371308017,0.753765141,,,
C_epithymum,CUEP,D,6,seed,8/20/18,17:50:06,0.0319,0.0725,0.0363,0.0412,0.023908171,0.56,0.118932039,0.380378306,0.500689655,0.759708738,0.716629159,,,
C_indecora,ss.16.77,D,1,flower,2018-03-23,3:04:55 PM,0.1225,0.3902,0.2392,0.2716,0.107731199,0.686058432,0.119293078,0.267687957,0.613018965,0.436671576,0.80228085,,,
C_sandwichiana,155,A,2,young,2018-01-15,10:49:39 AM,0.0127,0.0191,0.0147,0.0167,0.011592271,0.335078534,0.119760479,0.110606013,0.769633508,0.143712575,0.60843657,,,
C_tasmanica,ss.17.15 ,B,6,flower,2018-05-25,12:21:17 PM,0.0225,0.0554,0.0358,0.0407,0.019621722,0.593862816,0.12039312,0.233397493,0.646209386,0.361179361,0.767533196,,,
C_polygonorum,1705,A,8,flower,2018-01-25,10:20:42 AM,0.0907,0.1912,0.1456,0.1657,0.084529169,0.525627615,0.121303561,0.117190163,0.761506276,0.153892577,0.752374102,,,
C_cephalanthii,1567,D,10,seed,2018-04-19,5:03:34 PM,0.2142,0.723,0.2157,0.2456,0.135923686,0.70373444,0.121742671,0.57991708,0.298340249,1.943811075,0.727379605,,,
C_gracillima,CUGR,A,2,haustorium,2018-07-06,1:31:44 PM,0.1088,0.2324,0.0809,0.0922,0.06355567,0.531841652,0.122559653,0.529333635,0.348106713,1.520607375,0.605506573,,,
C_indecora,ss.16.77,D,3,flower,2018-03-23,3:04:55 PM,0.0882,0.3417,0.2054,0.2343,0.078868352,0.741878841,0.123346137,0.275541776,0.601112087,0.458386684,0.814066181,,,
C_tasmanica,ss.17.15,C,3,flower,2018-06-22,1:42:52 PM,0.0387,0.1172,0.0696,0.0794,0.033442771,0.669795222,0.123425693,0.282717652,0.593856655,0.476070529,0.786758249,,,
C_compacta,1566,B,3,old,2017-12-21,11:24:24 AM,0.0142,0.0221,0.0142,0.0162,0.011507207,0.357466063,0.12345679,0.234009273,0.642533937,0.364197531,0.573814581,,,
C_sandwichiana,155,S1,2,seedling,2017-11-09,6:04:24 PM,0.0559,0.1044,0.073,0.0833,0.049223874,0.464559387,0.12364946,0.177116824,0.699233716,0.253301321,0.697735597,,,
C_sandwichiana,155,A,5,fruit,2018-01-15,11:13:48 AM,0.1049,0.2922,0.152,0.1735,0.084215748,0.640999316,0.123919308,0.355889042,0.52019165,0.684149856,0.759196057,,,
C_cephalanthii,1567,B,5,seed,2017-12-21,10:08:02 AM,0.1578,0.4657,0.2005,0.2289,0.116842216,0.66115525,0.124071647,0.445393674,0.430534679,1.034512888,0.746559329,,,
Ipomoea_nil,IPNI,A,1,fruit,2018-06-26,5:05:47 PM,0.1059,0.5593,0.2696,0.3078,0.091711279,0.810656177,0.124106563,0.393862327,0.48203111,0.817089019,0.82322076,,,
C_sandwichiana,155,A,1,haustorium,2018-01-15,11:21:16 AM,0.0647,0.1294,0.0853,0.0975,0.05560379,0.5,0.125128205,0.215675504,0.659196291,0.327179487,0.708804208,,,
C_sandwichiana,155,C,12,Corolla,2018-01-15,9:59:00 AM,0.0147,0.0142,0.0103,0.0118,0.012143226,-0.035211268,0.127118644,0.147529243,0.725352113,0.203389831,5.370295892,,exclude,
C_epithymum,CUEP,D,2,flower,8/20/18,18:10:01,0.0137,0.0402,0.024,0.0275,0.011837021,0.65920398,0.127272727,0.275712347,0.597014925,0.461818182,0.776543147,,,
C_gracillima,CUGR,A,1,young,2018-05-29,4:36:34 PM,0.0319,0.0701,0.024,0.0275,0.018710382,0.544935806,0.127272727,0.530359227,0.342368046,1.549090909,0.601802951,,,
C_cephalanthii,1567,D,1,seed,2018-03-04,4:33:24 PM,0.2382,0.7618,0.3578,0.4103,0.187874103,0.687319506,0.127955155,0.402367765,0.469677081,0.856690227,0.763966333,,,
C_cephalanthii,1567,A,2,old,2017-12-21,10:20:01 AM,0.025,0.0446,0.0196,0.0225,0.016123072,0.439461883,0.128888889,0.431649228,0.439461883,0.982222222,0.545235576,,,
C_australis,1382,C,4,old,2017-12-13,2:31:06 PM,0.0211,0.0353,0.0196,0.0225,0.015745751,0.402266289,0.128888889,0.315870318,0.555240793,0.568888889,0.570640654,,,
C_denticulata,ss.13.46,C,7,flower,2018-06-20,3:03:14 PM,0.0583,0.1853,0.1324,0.152,0.054540639,0.685375067,0.128947368,0.156535632,0.714516999,0.219078947,0.798890534,,,
C_polygonorum,1705,A,1,haustorium,2018-01-25,10:10:26 AM,0.0544,0.1632,0.0956,0.1098,0.046811285,0.666666667,0.129326047,0.284889639,0.585784314,0.486338798,0.774562792,,,
C_denticulata,ss.13.46,D,1,haustorium,2018-06-22,4:57:03 PM,0.1373,0.3137,0.2108,0.2422,0.121589693,0.562320689,0.129644922,0.19837548,0.671979598,0.29521057,0.739657408,,,
