Date.Extracted,Date.Run,Sample..,Subgenus,Species,Sample.Name,Accession.No,Tissue.code,Replicate,Weight..g.,FW.mg.,Dil..ul.,Inj.vol..ul.,Conversion,Pigment,FW.norm,Tissue.code_names,Subgenus.Tissue,Subgenus.Pigment,logFW.norm,drop,Species.Pigment
-,12/6/17,AS-09,Grammica,C_compacta,1566sdlg,1566,sdlg,4,0.0425,42.5,2050,100,0.482352941,Chl.b,13.46514281860314,Seedling,Grammica__Seedling,Grammica__Chl.b,2.600104340288417,1566sdlg,C_compacta__Chl.b
7/4/18,7/4/18,AS-249,Grammica,C_compacta,1566sdlg,1566,sdlg,1,0.0532,53.2,1250,100,0.234962406,Chl.b,19.23445018673892,Seedling,Grammica__Seedling,Grammica__Chl.b,2.956702956993637,1566sdlg,C_compacta__Chl.b
-,12/6/17,AS-21,Grammica,C_compacta,1566Ay,1566,y,1,0.0422,42.2,2050,100,0.485781991,Chl.b,19.05845653536723,Young,Grammica__Young,Grammica__Chl.b,2.94751092093737,1566y,C_compacta__Chl.b
-,12/6/17,AS-22,Grammica,C_compacta,1566Ay,1566,y,2,0.0419,41.9,2050,100,0.489260143,Chl.b,20.06439700858281,Young,Grammica__Young,Grammica__Chl.b,2.9989469563490876,1566y,C_compacta__Chl.b
7/2/18,6/3/18,AS-244,Grammica,C_compacta,1566Ay,1566,y,1,0.0421,42.1,1250,100,0.296912114,Chl.b,15.311585509953881,Young,Grammica__Young,Grammica__Chl.b,2.7286097712536,1566y,C_compacta__Chl.b
7/4/18,7/4/18,AS-250,Grammica,C_compacta,1566Ay,1566,y,1,0.0486,48.6,1250,100,0.257201646,Chl.b,9.4694315810289,Young,Grammica__Young,Grammica__Chl.b,2.248068892834215,1566y,C_compacta__Chl.b
7/4/18,7/4/18,AS-265,Grammica,C_compacta,1566Ey,1566,y,1,0.0452,45.2,1250,100,0.276548673,Chl.b,15.096814182963842,Young,Grammica__Young,Grammica__Chl.b,2.7144837469244427,1566y,C_compacta__Chl.b
7/2/18,6/3/18,AS-199,Grammica,C_compacta,1566Ao,1566,o,1,0.0424,42.4,1250,100,0.294811321,Chl.b,6.81895047737148,Old,Grammica__Old,Grammica__Chl.b,1.9197055857298015,1566o,C_compacta__Chl.b
7/2/18,6/3/18,AS-200,Grammica,C_compacta,1566Eo,1566,o,1,0.0495,49.5,1250,100,0.252525253,Chl.b,4.5251641499214506,Old,Grammica__Old,Grammica__Chl.b,1.5096538748183037,1566o,C_compacta__Chl.b
7/4/18,7/4/18,AS-264,Grammica,C_compacta,1566Ao,1566,o,1,0.0408,40.8,1250,100,0.306372549,Chl.b,8.70581801414871,Old,Grammica__Old,Grammica__Chl.b,2.1639915509004597,1566o,C_compacta__Chl.b
7/4/18,7/4/18,AS-266,Grammica,C_compacta,1566Eo,1566,o,1,0.0415,41.5,1250,100,0.301204819,Chl.b,3.84354818923502,Old,Grammica__Old,Grammica__Chl.b,1.3463959735983004,1566o,C_compacta__Chl.b
6/14/18,6/14/18,AS-198,Grammica,C_compacta,1566Ah,1566,h,1,0.0523,52.3,1250,100,0.239005736,Chl.b,22.00304253034728,Haustorium,Grammica__Haustorium,Grammica__Chl.b,3.0911807451749835,1566h,C_compacta__Chl.b
7/4/18,7/4/18,AS-267,Grammica,C_compacta,1566Eh,1566,h,1,0.0517,51.7,1250,100,0.241779497,Chl.b,20.598196316547583,Haustorium,Grammica__Haustorium,Grammica__Chl.b,3.025203519367806,1566h,C_compacta__Chl.b
7/11/18,7/11/18,AS-307,Grammica,C_australis,1382Cy,1382,y,1,0.0773,77.3,1250,100,0.161707633,Chl.b,0.9889586052907599,Young,Grammica__Young,Grammica__Chl.b,0,1382y,C_australis__Chl.b
7/11/18,7/11/18,AS-311,Grammica,C_australis,1382Ay,1382,y,1,0.0152,15.2,950,100,0.625,Chl.b,20.58030625,Young,Grammica__Young,Grammica__Chl.b,3.0243346161065783,1382y,C_australis__Chl.b
6/14/18,6/14/18,AS-190,Grammica,C_australis,1382Ao,1382,o,1,0.0464,46.4,1250,100,0.269396552,Chl.b,1.7653529112904802,Old,Grammica__Old,Grammica__Chl.b,0.5683506767835199,1382o,C_australis__Chl.b
6/14/18,6/14/18,AS-194,Grammica,C_australis,1382Co,1382,o,1,0.0494,49.4,1250,100,0.253036437,Chl.b,3.45481781039328,Old,Grammica__Old,Grammica__Chl.b,1.2397697526160898,1382o,C_australis__Chl.b
7/4/18,7/4/18,AS-261,Grammica,C_australis,1382Bo,1382,o,1,0.0486,48.6,1250,100,0.257201646,Chl.b,3.31469392887438,Old,Grammica__Old,Grammica__Chl.b,1.1983653203959252,1382o,C_australis__Chl.b
7/2/18,6/3/18,AS-240,Grammica,C_australis,1382Bh,1382,h,1,0.0417,41.7,1250,100,0.299760192,Chl.b,7.78141187448768,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.051737809446748,1382h,C_australis__Chl.b
7/2/18,6/3/18,AS-246,Grammica,C_australis,1382Ch,1382,h,1,0.0469,46.9,1250,100,0.26652452,Chl.b,2.3915031959984,Haustorium,Grammica__Haustorium,Grammica__Chl.b,0.8719221623511053,1382h,C_australis__Chl.b
-,12/6/17,AS-23,Grammica,C_cephalanthii,1567Ay,1567,y,1,0.0418,41.8,2050,100,0.490430622,Chl.b,18.374135286722822,Young,Grammica__Young,Grammica__Chl.b,2.9109439902080445,1567y,C_cephalanthii__Chl.b
-,12/6/17,AS-24,Grammica,C_cephalanthii,1567Ay,1567,y,2,0.0394,39.4,2050,100,0.520304569,Chl.b,19.271774256064287,Young,Grammica__Young,Grammica__Chl.b,2.9586415568621405,1567y,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-39,Grammica,C_cephalanthii,1567Gy,1567,y,1,0.0443,44.3,2050,100,0.46275395,Chl.b,16.574194457398498,Young,Grammica__Young,Grammica__Chl.b,2.8078469410690965,1567y,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-40,Grammica,C_cephalanthii,1567Gy,1567,y,2,0.0457,45.7,2050,100,0.448577681,Chl.b,11.56944191596659,Young,Grammica__Young,Grammica__Chl.b,2.448367313246317,1567y,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-47,Grammica,C_cephalanthii,1567Fy,1567,y,1,0.043,43,2050,100,0.476744186,Chl.b,9.016295696794781,Young,Grammica__Young,Grammica__Chl.b,2.199033584184529,1567y,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-48,Grammica,C_cephalanthii,1567Fy,1567,y,2,0.0423,42.3,2050,100,0.48463357,Chl.b,12.8053128910319,Young,Grammica__Young,Grammica__Chl.b,2.549860162229135,1567y,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-222,Grammica,C_cephalanthii,1567Dy,1567,y,1,0.0269,26.9,1250,100,0.464684015,Chl.b,5.73007899788695,Young,Grammica__Young,Grammica__Chl.b,1.7457293348001237,1567y,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-31,Grammica,C_cephalanthii,1567Go,1567,o,1,0.0425,42.5,2050,100,0.482352941,Chl.b,4.608134704196449,Old,Grammica__Old,Grammica__Chl.b,1.527823177348599,1567o,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-32,Grammica,C_cephalanthii,1567Go,1567,o,2,0.0598,59.8,2050,100,0.342809365,Chl.b,4.197700674425,Old,Grammica__Old,Grammica__Chl.b,1.434536940731546,1567o,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-37,Grammica,C_cephalanthii,1567Fo,1567,o,1,0.0417,41.7,2050,100,0.491606715,Chl.b,3.1401378920625,Old,Grammica__Old,Grammica__Chl.b,1.1442667454712618,1567o,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-38,Grammica,C_cephalanthii,1567Fo,1567,o,2,0.0533,53.3,2050,100,0.384615385,Chl.b,2.8697384644082,Old,Grammica__Old,Grammica__Chl.b,1.0542209330816552,1567o,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-45,Grammica,C_cephalanthii,1567Do,1567,o,1,0.0475,47.5,2050,100,0.431578947,Chl.b,1.9726610509476001,Old,Grammica__Old,Grammica__Chl.b,0.6793834692334748,1567o,C_cephalanthii__Chl.b
6/5/18,6/11/18,AS-46,Grammica,C_cephalanthii,1567Do,1567,o,2,0.048,48,2050,100,0.427083333,Chl.b,1.9277687484954,Old,Grammica__Old,Grammica__Chl.b,0.6563632971415181,1567o,C_cephalanthii__Chl.b
6/11/18,6/11/18,AS-126,Grammica,C_cephalanthii,1567Fo,1567,o,1,0.046,46,1250,100,0.27173913,Chl.b,2.3461086918984,Old,Grammica__Old,Grammica__Chl.b,0.8527581225142995,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-127,Grammica,C_cephalanthii,1567Fo,1567,o,2,0.0499,49.9,1250,100,0.250501002,Chl.b,1.9802379759202198,Old,Grammica__Old,Grammica__Chl.b,0.6832170778418981,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-130,Grammica,C_cephalanthii,1567Go,1567,o,1,0.0496,49.6,1250,100,0.252016129,Chl.b,3.8768800398263394,Old,Grammica__Old,Grammica__Chl.b,1.355030742509664,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-131,Grammica,C_cephalanthii,1567Go,1567,o,2,0.0414,41.4,1250,100,0.301932367,Chl.b,3.5752626793860895,Old,Grammica__Old,Grammica__Chl.b,1.2740386781680129,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-132,Grammica,C_cephalanthii,1567Do,1567,o,1,0.0511,51.1,1250,100,0.244618395,Chl.b,1.1629476502213498,Old,Grammica__Old,Grammica__Chl.b,0.15095794580446295,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-133,Grammica,C_cephalanthii,1567Do,1567,o,2,0.0409,40.9,1250,100,0.305623472,Chl.b,1.5016564797942402,Old,Grammica__Old,Grammica__Chl.b,0.4065688852514786,1567o,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-214,Grammica,C_cephalanthii,1567Ao,1567,o,1,0.0422,42.2,1250,100,0.296208531,Chl.b,2.95462381710411,Old,Grammica__Old,Grammica__Chl.b,1.083371372743016,1567o,C_cephalanthii__Chl.b
7/4/18,7/4/18,AS-263,Grammica,C_cephalanthii,1567Bo,1567,o,1,0.0508,50.8,1250,100,0.246062992,Chl.b,2.86162401428288,Old,Grammica__Old,Grammica__Chl.b,1.0513893357802824,1567o,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-134,Grammica,C_cephalanthii,1567Gh,1567,h,1,0.0406,40.6,1250,100,0.307881773,Chl.b,18.04670256281837,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.892962990131038,1567h,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-135,Grammica,C_cephalanthii,1567Gh,1567,h,2,0.0512,51.2,1250,100,0.244140625,Chl.b,21.87084228515625,Haustorium,Grammica__Haustorium,Grammica__Chl.b,3.0851543517866755,1567h,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-236,Grammica,C_cephalanthii,1567Dh,1567,h,1,0.0475,47.5,1250,100,0.263157895,Chl.b,3.6456789510140992,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.2935426446840823,1567h,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-237,Grammica,C_cephalanthii,1567Fh,1567,h,1,0.0492,49.2,1250,100,0.254065041,Chl.b,13.41351881927001,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.5962630729573313,1567h,C_cephalanthii__Chl.b
6/11/18,6/11/18,AS-122,Grammica,C_cephalanthii,1567Df,1567,f,1,0.0465,46.5,1250,100,0.268817204,Chl.b,24.620561800381957,Flower,Grammica__Flower,Grammica__Chl.b,3.203581943419587,1567f,C_cephalanthii__Chl.b
6/11/18,6/11/18,AS-123,Grammica,C_cephalanthii,1567Df,1567,f,2,0.0415,41.5,1250,100,0.301204819,Chl.b,26.39898190342378,Flower,Grammica__Flower,Grammica__Chl.b,3.2733254489324244,1567f,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-169,Grammica,C_cephalanthii,1567Gs,1567,s,1,0.0496,49.6,1250,100,0.252016129,Chl.b,21.82550906978698,Seed,Grammica__Seed,Grammica__Chl.b,3.0830794311115852,1567s,C_cephalanthii__Chl.b
6/14/18,6/14/18,AS-175,Grammica,C_cephalanthii,1567Fs,1567,s,1,0.0448,44.8,1250,100,0.279017857,Chl.b,21.35760043549348,Seed,Grammica__Seed,Grammica__Chl.b,3.0614076733013613,1567s,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-208,Grammica,C_cephalanthii,1567Ds,1567,s,1,0.0575,57.5,1250,100,0.217391304,Chl.b,36.554939071946876,Seed,Grammica__Seed,Grammica__Chl.b,3.5988163117293106,1567s,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-215,Grammica,C_cephalanthii,1567Cs,1567,s,1,0.029,29,1250,100,0.431034483,Chl.b,15.461400870727351,Seed,Grammica__Seed,Grammica__Chl.b,2.7383466581174813,1567s,C_cephalanthii__Chl.b
7/2/18,6/3/18,AS-216,Grammica,C_cephalanthii,1567Bs,1567,s,1,0.0541,54.1,1250,100,0.231053604,Chl.b,26.6113793397762,Seed,Grammica__Seed,Grammica__Chl.b,3.2813389227957965,1567s,C_cephalanthii__Chl.b
6/13/18,6/13/18,AS-136,Grammica,C_costaricensis,CUCOAy,CUCO,y,1,0.0495,49.5,1250,100,0.252525253,Chl.b,2.5607020250161403,Young,Grammica__Young,Grammica__Chl.b,0.9402814884714226,CUCOy,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-137,Grammica,C_costaricensis,CUCOAy,CUCO,y,2,0.0408,40.8,1250,100,0.306372549,Chl.b,2.91321384785277,Young,Grammica__Young,Grammica__Chl.b,1.0692569211617673,CUCOy,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-158,Grammica,C_costaricensis,CUCOCy,CUCO,y,1,0.042,42,1250,100,0.297619048,Chl.b,5.554232149966561,Young,Grammica__Young,Grammica__Chl.b,1.7145602047129715,CUCOy,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-159,Grammica,C_costaricensis,CUCOCy,CUCO,y,2,0.0483,48.3,1250,100,0.258799172,Chl.b,5.564777436095601,Young,Grammica__Young,Grammica__Chl.b,1.7164570083840984,CUCOy,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-164,Grammica,C_costaricensis,CUCOBy,CUCO,y,1,0.0448,44.8,1250,100,0.279017857,Chl.b,5.7618582559785,Young,Grammica__Young,Grammica__Chl.b,1.7512600539197984,CUCOy,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-61,Grammica,C_costaricensis,CUCOCo,CUCO,o,1,0.0459,45.9,2050,100,0.446623094,Chl.b,2.5514594789413203,Old,Grammica__Old,Grammica__Chl.b,0.93666557931971,CUCOo,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-62,Grammica,C_costaricensis,CUCOCo,CUCO,o,2,0.0433,43.3,2050,100,0.473441109,Chl.b,2.5495845290089805,Old,Grammica__Old,Grammica__Chl.b,0.9359304553175091,CUCOo,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-77,Grammica,C_costaricensis,CUCOBo,CUCO,o,1,0.044,44,2050,100,0.465909091,Chl.b,3.30302056882631,Old,Grammica__Old,Grammica__Chl.b,1.1948374039810539,CUCOo,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-78,Grammica,C_costaricensis,CUCOBo,CUCO,o,2,0.0468,46.8,2050,100,0.438034188,Chl.b,2.9617813031876397,Old,Grammica__Old,Grammica__Chl.b,1.0857909127129182,CUCOo,C_costaricensis__Chl.b
6/11/18,6/11/18,AS-79,Grammica,C_costaricensis,CUCOBo,CUCO,o,3,0.0411,41.1,1250,100,0.304136253,Chl.b,2.5188503646209406,Old,Grammica__Old,Grammica__Chl.b,0.923802632615543,CUCOo,C_costaricensis__Chl.b
6/11/18,6/11/18,AS-80,Grammica,C_costaricensis,CUCOBo,CUCO,o,4,0.046,46,1250,100,0.27173913,Chl.b,2.4041277135446997,Old,Grammica__Old,Grammica__Chl.b,0.8771871822915496,CUCOo,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-138,Grammica,C_costaricensis,CUCOAo,CUCO,o,1,0.048,48,1250,100,0.260416667,Chl.b,2.2727369820757697,Old,Grammica__Old,Grammica__Chl.b,0.8209848681738544,CUCOo,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-139,Grammica,C_costaricensis,CUCOAo,CUCO,o,2,0.0491,49.1,1250,100,0.254582485,Chl.b,1.9198981690796002,Old,Grammica__Old,Grammica__Chl.b,0.6522721997815684,CUCOo,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-57,Grammica,C_costaricensis,CUCOCh,CUCO,h,1,0.0402,40.2,2050,100,0.509950249,Chl.b,7.09007798846403,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.958696354371117,CUCOh,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-58,Grammica,C_costaricensis,CUCOCh,CUCO,h,2,0.0432,43.2,2050,100,0.474537037,Chl.b,7.00105844852765,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.9460613588407731,CUCOh,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-67,Grammica,C_costaricensis,CUCOBh,CUCO,h,1,0.0463,46.3,2050,100,0.442764579,Chl.b,9.08381566215927,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.2064943424611596,CUCOh,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-68,Grammica,C_costaricensis,CUCOBh,CUCO,h,2,0.0412,41.2,2050,100,0.497572816,Chl.b,11.00702719477504,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.398533913803333,CUCOh,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-140,Grammica,C_costaricensis,CUCOAh,CUCO,h,1,0.044,44,1250,100,0.284090909,Chl.b,10.01045738316029,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.303630294896212,CUCOh,C_costaricensis__Chl.b
6/13/18,6/13/18,AS-141,Grammica,C_costaricensis,CUCOAh,CUCO,h,2,0.0438,43.8,1250,100,0.285388128,Chl.b,10.39506849847296,Haustorium,Grammica__Haustorium,Grammica__Chl.b,2.3413315204678997,CUCOh,C_costaricensis__Chl.b
6/5/18,6/11/18,AS-71,Grammica,C_tasmanica,1715Cy,17-15,y,1,0.049,49,2050,100,0.418367347,Chl.b,3.9137637760829502,Young,Grammica__Young,Grammica__Chl.b,1.3644995391221262,17-15y,C_tasmanica__Chl.b
6/5/18,6/11/18,AS-72,Grammica,C_tasmanica,1715Cy,17-15,y,2,0.044,44,2050,100,0.465909091,Chl.b,4.36367659176054,Young,Grammica__Young,Grammica__Chl.b,1.4733149799286052,17-15y,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-89,Grammica,C_tasmanica,1715Ay,17-15,y,1,0.0478,47.8,1250,100,0.261506276,Chl.b,3.3800339938689996,Young,Grammica__Young,Grammica__Chl.b,1.2178857963875456,17-15y,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-90,Grammica,C_tasmanica,1715Ay,17-15,y,2,0.0485,48.5,1250,100,0.257731959,Chl.b,3.0056262914249703,Young,Grammica__Young,Grammica__Chl.b,1.100485995989993,17-15y,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-93,Grammica,C_tasmanica,1715By,17-15,y,1,0.0515,51.5,1250,100,0.242718447,Chl.b,5.35115534858172,Young,Grammica__Young,Grammica__Chl.b,1.6773125092869035,17-15y,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-94,Grammica,C_tasmanica,1715By,17-15,y,2,0.0515,51.5,1250,100,0.242718447,Chl.b,4.467718453929,Young,Grammica__Young,Grammica__Chl.b,1.4968778877119389,17-15y,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-142,Grammica,C_tasmanica,1715Dy,17-15,y,1,0.045,45,1250,100,0.277777778,Chl.b,1.47203611228874,Young,Grammica__Young,Grammica__Chl.b,0.38664662074372447,17-15y,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-143,Grammica,C_tasmanica,1715Dy,17-15,y,2,0.0498,49.8,1250,100,0.251004016,Chl.b,1.4792243972116799,Young,Grammica__Young,Grammica__Chl.b,0.39151796207565603,17-15y,C_tasmanica__Chl.b
6/5/18,6/11/18,AS-69,Grammica,C_tasmanica,1715Co,17-15,o,1,0.048,48,2050,100,0.427083333,Chl.b,2.12643083167368,Old,Grammica__Old,Grammica__Chl.b,0.7544449553692011,17-15o,C_tasmanica__Chl.b
6/5/18,6/11/18,AS-70,Grammica,C_tasmanica,1715Co,17-15,o,2,0.0481,48.1,2050,100,0.426195426,Chl.b,2.3200587307449,Old,Grammica__Old,Grammica__Chl.b,0.8415925434364062,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-91,Grammica,C_tasmanica,1715Bo,17-15,o,1,0.0492,49.2,1250,100,0.254065041,Chl.b,1.57794207534198,Old,Grammica__Old,Grammica__Chl.b,0.4561215774822902,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-92,Grammica,C_tasmanica,1715Bo,17-15,o,2,0.0498,49.8,1250,100,0.251004016,Chl.b,1.45623493938624,Old,Grammica__Old,Grammica__Chl.b,0.3758543648962626,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-95,Grammica,C_tasmanica,1715Ao,17-15,o,1,0.0418,41.8,1250,100,0.299043062,Chl.b,1.42368121913898,Old,Grammica__Old,Grammica__Chl.b,0.3532459952049719,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-96,Grammica,C_tasmanica,1715Ao,17-15,o,2,0.0472,47.2,1250,100,0.264830508,Chl.b,1.3276615442310002,Old,Grammica__Old,Grammica__Chl.b,0.2834192326201501,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-110,Grammica,C_tasmanica,1715Bo,17-15,o,1,0.0523,52.3,1250,100,0.239005736,Chl.b,2.26159416695736,Old,Grammica__Old,Grammica__Chl.b,0.8160699924441543,17-15o,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-111,Grammica,C_tasmanica,1715Bo,17-15,o,2,0.0466,46.6,1250,100,0.268240343,Chl.b,1.7015692038033499,Old,Grammica__Old,Grammica__Chl.b,0.5315509451333643,17-15o,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-144,Grammica,C_tasmanica,1715Do,17-15,o,1,0.0505,50.5,1250,100,0.247524752,Chl.b,2.00730940208656,Old,Grammica__Old,Grammica__Chl.b,0.6967952692285772,17-15o,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-145,Grammica,C_tasmanica,1715Do,17-15,o,2,0.041,41,1250,100,0.304878049,Chl.b,2.24954878210748,Old,Grammica__Old,Grammica__Chl.b,0.8107296992730301,17-15o,C_tasmanica__Chl.b
7/10/18,7/11/18,AS-273,Grammica,C_tasmanica,1715o,17-15,o,1,0.0447,44.7,1250,100,0.279642058,Chl.b,0,Old,Grammica__Old,Grammica__Chl.b,0,17-15o,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-150,Grammica,C_tasmanica,1715Dh,17-15,h,1,0.0406,40.6,1250,100,0.307881773,Chl.b,6.10705356351383,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.8094444414160518,17-15h,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-151,Grammica,C_tasmanica,1715Dh,17-15,h,2,0.0433,43.3,1250,100,0.288683603,Chl.b,5.880889150154201,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.7717079834953973,17-15h,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-166,Grammica,C_tasmanica,1715Ch,17-15,h,1,0.052,52,1250,100,0.240384615,Chl.b,4.3930721083557,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.4800288019984813,17-15h,C_tasmanica__Chl.b
6/14/18,6/14/18,AS-180,Grammica,C_tasmanica,1715Ah,17-15,h,1,0.0467,46.7,1250,100,0.267665953,Chl.b,3.85860546195975,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.3503058648307154,17-15h,C_tasmanica__Chl.b
6/14/18,6/14/18,AS-181,Grammica,C_tasmanica,1715Bh,17-15,h,1,0.0419,41.9,1250,100,0.298329356,Chl.b,5.45736575895004,Haustorium,Grammica__Haustorium,Grammica__Chl.b,1.696966229927802,17-15h,C_tasmanica__Chl.b
6/5/18,6/11/18,AS-59,Grammica,C_tasmanica,1715Bf,17-15,f,1,0.0417,41.7,2050,100,0.491606715,Chl.b,7.64108741584935,Flower,Grammica__Flower,Grammica__Chl.b,2.0335399380547994,17-15f,C_tasmanica__Chl.b
6/5/18,6/11/18,AS-60,Grammica,C_tasmanica,1715Bf,17-15,f,2,0.0475,47.5,2050,100,0.431578947,Chl.b,7.207994204373151,Flower,Grammica__Flower,Grammica__Chl.b,1.9751907301244191,17-15f,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-97,Grammica,C_tasmanica,1715Df,17-15,f,1,0.0475,47.5,1250,100,0.263157895,Chl.b,4.72281316261755,Flower,Grammica__Flower,Grammica__Chl.b,1.5524046522575865,17-15f,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-98,Grammica,C_tasmanica,1715Df,17-15,f,1,0.0413,41.3,1250,100,0.302663438,Chl.b,4.82140738089934,Flower,Grammica__Flower,Grammica__Chl.b,1.5730658939216695,17-15f,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-148,Grammica,C_tasmanica,1715Af,17-15,f,1,0.0419,41.9,1250,100,0.298329356,Chl.b,6.17515215607316,Flower,Grammica__Flower,Grammica__Chl.b,1.8205335390640187,17-15f,C_tasmanica__Chl.b
6/13/18,6/13/18,AS-149,Grammica,C_tasmanica,1715Af,17-15,f,2,0.0514,51.4,1250,100,0.243190661,Chl.b,5.39310067032023,Flower,Grammica__Flower,Grammica__Chl.b,1.685120501572738,17-15f,C_tasmanica__Chl.b
7/4/18,7/4/18,AS-262,Grammica,C_tasmanica,1715Cf,17-15,f,1,0.0524,52.4,1250,100,0.238549618,Chl.b,7.40817747095944,Flower,Grammica__Flower,Grammica__Chl.b,2.00258446721851,17-15f,C_tasmanica__Chl.b
6/11/18,6/11/18,AS-99,Grammica,C_californica,17105Ay,ss17-105,y,2,0.0395,39.5,1250,100,0.316455696,Chl.b,5.547879743284801,Young,Grammica__Young,Grammica__Chl.b,1.7134158445548968,ss17-105y,C_californica__Chl.b
6/13/18,6/13/18,AS-154,Grammica,C_californica,17105Cy,ss17-105,y,1,0.0415,41.5,1250,100,0.301204819,Chl.b,5.25777710359658,Young,Grammica__Young,Grammica__Chl.b,1.6597083525679004,ss17-105y,C_californica__Chl.b
6/13/18,6/13/18,AS-155,Grammica,C_californica,17105Cy,ss17-105,y,2,0.0323,32.3,1250,100,0.386996904,Chl.b,5.04849458172024,Young,Grammica__Young,Grammica__Chl.b,1.6190901160240767,ss17-105y,C_californica__Chl.b
6/13/18,6/13/18,AS-172,Grammica,C_californica,17105By,ss17-105,y,1,0.0162,16.2,1250,100,0.771604938,Chl.b,5.4982253067066,Young,Grammica__Young,Grammica__Chl.b,1.7044253868485688,ss17-105y,C_californica__Chl.b
7/10/18,7/11/18,AS-272,Grammica,C_californica,17105Dy,ss17-105,y,1,0.0518,51.8,1250,100,0.241312741,Chl.b,7.36369207539874,Young,Grammica__Young,Grammica__Chl.b,1.9965614612204825,ss17-105y,C_californica__Chl.b
7/11/18,7/11/18,AS-312,Grammica,C_californica,17105Ey,ss17-105,y,1,0.0168,16.8,950,100,0.56547619,Chl.b,12.182313680217401,Young,Grammica__Young,Grammica__Chl.b,2.499985209775674,ss17-105y,C_californica__Chl.b
