Date.Extracted,Date.Run,Sample..,Subgenus,Species,Sample.Name,Accession.No,Tissue.code,Replicate,Weight..g.,FW.mg.,Dil..ul.,Inj.vol..ul.,Conversion,Pigment,FW.norm,Tissue.code_names,Subgenus.Tissue,Subgenus.Pigment,logFW.norm,drop,Species.Pigment
6/5/18,6/11/18,AS-69,Grammica,C_tasmanica,1715Co,17-15,o,1,0.048,48,2050,100,0.427083333,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/5/18,6/11/18,AS-70,Grammica,C_tasmanica,1715Co,17-15,o,2,0.0481,48.1,2050,100,0.426195426,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-91,Grammica,C_tasmanica,1715Bo,17-15,o,1,0.0492,49.2,1250,100,0.254065041,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-92,Grammica,C_tasmanica,1715Bo,17-15,o,2,0.0498,49.8,1250,100,0.251004016,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-95,Grammica,C_tasmanica,1715Ao,17-15,o,1,0.0418,41.8,1250,100,0.299043062,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-96,Grammica,C_tasmanica,1715Ao,17-15,o,2,0.0472,47.2,1250,100,0.264830508,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-110,Grammica,C_tasmanica,1715Bo,17-15,o,1,0.0523,52.3,1250,100,0.239005736,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-111,Grammica,C_tasmanica,1715Bo,17-15,o,2,0.0466,46.6,1250,100,0.268240343,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-144,Grammica,C_tasmanica,1715Do,17-15,o,1,0.0505,50.5,1250,100,0.247524752,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-145,Grammica,C_tasmanica,1715Do,17-15,o,2,0.041,41,1250,100,0.304878049,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
7/10/18,7/11/18,AS-273,Grammica,C_tasmanica,1715o,17-15,o,1,0.0447,44.7,1250,100,0.279642058,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,17-15o,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-150,Grammica,C_tasmanica,1715Dh,17-15,h,1,0.0406,40.6,1250,100,0.307881773,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,17-15h,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-151,Grammica,C_tasmanica,1715Dh,17-15,h,2,0.0433,43.3,1250,100,0.288683603,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,17-15h,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-166,Grammica,C_tasmanica,1715Ch,17-15,h,1,0.052,52,1250,100,0.240384615,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,17-15h,C_tasmanica__Neo.Car
6/14/18,6/14/18,AS-180,Grammica,C_tasmanica,1715Ah,17-15,h,1,0.0467,46.7,1250,100,0.267665953,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,17-15h,C_tasmanica__Neo.Car
6/14/18,6/14/18,AS-181,Grammica,C_tasmanica,1715Bh,17-15,h,1,0.0419,41.9,1250,100,0.298329356,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,17-15h,C_tasmanica__Neo.Car
6/5/18,6/11/18,AS-59,Grammica,C_tasmanica,1715Bf,17-15,f,1,0.0417,41.7,2050,100,0.491606715,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/5/18,6/11/18,AS-60,Grammica,C_tasmanica,1715Bf,17-15,f,2,0.0475,47.5,2050,100,0.431578947,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-97,Grammica,C_tasmanica,1715Df,17-15,f,1,0.0475,47.5,1250,100,0.263157895,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-98,Grammica,C_tasmanica,1715Df,17-15,f,1,0.0413,41.3,1250,100,0.302663438,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-148,Grammica,C_tasmanica,1715Af,17-15,f,1,0.0419,41.9,1250,100,0.298329356,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/13/18,6/13/18,AS-149,Grammica,C_tasmanica,1715Af,17-15,f,2,0.0514,51.4,1250,100,0.243190661,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
7/4/18,7/4/18,AS-262,Grammica,C_tasmanica,1715Cf,17-15,f,1,0.0524,52.4,1250,100,0.238549618,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,17-15f,C_tasmanica__Neo.Car
6/11/18,6/11/18,AS-99,Grammica,C_californica,17105Ay,ss17-105,y,2,0.0395,39.5,1250,100,0.316455696,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
6/13/18,6/13/18,AS-154,Grammica,C_californica,17105Cy,ss17-105,y,1,0.0415,41.5,1250,100,0.301204819,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
6/13/18,6/13/18,AS-155,Grammica,C_californica,17105Cy,ss17-105,y,2,0.0323,32.3,1250,100,0.386996904,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
6/13/18,6/13/18,AS-172,Grammica,C_californica,17105By,ss17-105,y,1,0.0162,16.2,1250,100,0.771604938,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
7/10/18,7/11/18,AS-272,Grammica,C_californica,17105Dy,ss17-105,y,1,0.0518,51.8,1250,100,0.241312741,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
7/11/18,7/11/18,AS-312,Grammica,C_californica,17105Ey,ss17-105,y,1,0.0168,16.8,950,100,0.56547619,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss17-105y,C_californica__Neo.Car
6/5/18,6/11/18,AS-63,Grammica,C_californica,17105Do,ss17-105,o,1,0.049,49,2050,100,0.418367347,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/5/18,6/11/18,AS-64,Grammica,C_californica,17105Do,ss17-105,o,2,0.0442,44.2,2050,100,0.463800905,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/11/18,6/11/18,AS-102,Grammica,C_californica,17105Ao,ss17-105,o,1,0.0448,44.8,1250,100,0.279017857,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/11/18,6/11/18,AS-103,Grammica,C_californica,17105Ao,ss17-105,o,2,0.0492,49.2,1250,100,0.254065041,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/13/18,6/13/18,AS-146,Grammica,C_californica,17105Co,ss17-105,o,1,0.0465,46.5,1250,100,0.268817204,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/13/18,6/13/18,AS-147,Grammica,C_californica,17105Co,ss17-105,o,2,0.0465,46.5,1250,100,0.268817204,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/13/18,6/13/18,AS-171,Grammica,C_californica,17105Bo,ss17-105,o,1,0.0506,50.6,1250,100,0.247035573,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/13/18,6/13/18,AS-152,Grammica,C_californica,17105Ch,ss17-105,h,1,0.0448,44.8,1250,100,0.279017857,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
6/13/18,6/13/18,AS-153 ,Grammica,C_californica,17105Ch,ss17-105,h,2,0.0152,15.2,1250,100,0.822368421,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
6/13/18,6/13/18,AS-156,Grammica,C_californica,17105Ah,ss17-105,h,1,0.0448,44.8,1250,100,0.279017857,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
6/13/18,6/13/18,AS-157,Grammica,C_californica,17105Ah,ss17-105,h,2,0.0429,42.9,1250,100,0.291375291,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
6/13/18,6/13/18,AS-167,Grammica,C_californica,17105Bh,ss17-105,h,1,0.05,50,1250,100,0.25,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
7/2/18,6/3/18,AS-239,Grammica,C_californica,17105Eh,ss17-105,h,1,0.0431,43.1,1250,100,0.290023202,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
7/10/18,7/11/18,AS-298,Grammica,C_californica,17105Dh,ss17-105,h,1,0.0455,45.5,1250,100,0.274725275,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss17-105h,C_californica__Neo.Car
6/14/18,6/14/18,AS-179,Grammica,C_californica,17105Cf,ss17-105,f,1,0.0459,45.9,1250,100,0.272331155,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
7/4/18,7/4/18,AS-251,Grammica,C_californica,17105Af,ss17-105,f,1,0.0549,54.9,1250,100,0.227686703,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
7/4/18,7/4/18,AS-252,Grammica,C_californica,17105Bf,ss17-105,f,1,0.0456,45.6,1250,100,0.274122807,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
7/4/18,7/4/18,AS-253,Grammica,C_californica,17105Bf,ss17-105,f,2,0.0521,52.1,1250,100,0.239923225,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
7/10/18,7/11/18,AS-279,Grammica,C_californica,17105Df,ss17-105,f,1,0.0484,48.4,1250,100,0.258264463,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
7/10/18,7/11/18,AS-280,Grammica,C_californica,17105Ef,ss17-105,f,1,0.0462,46.2,1250,100,0.270562771,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss17-105f,C_californica__Neo.Car
6/5/18,6/11/18,AS-73,Grammica,C_californica,17105Eo,ss17-105,o,1,0.0481,48.1,2050,100,0.426195426,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/5/18,6/11/18,AS-74,Grammica,C_californica,17105Eo,ss17-105,o,2,0.0476,47.6,2050,100,0.430672269,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss17-105o,C_californica__Neo.Car
6/11/18,6/11/18,AS-104,Grammica,C_indecora,1677Dy,ss16-17,y,1,0.0464,46.4,1250,100,0.269396552,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss16-17y,C_indecora__Neo.Car
6/11/18,6/11/18,AS-105,Grammica,C_indecora,1677Dy,ss16-17,y,2,0.0431,43.1,1250,100,0.290023202,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss16-17y,C_indecora__Neo.Car
6/11/18,6/11/18,AS-106,Grammica,C_indecora,1677By,ss16-17,y,1,0.0505,50.5,1250,100,0.247524752,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss16-17y,C_indecora__Neo.Car
6/11/18,6/11/18,AS-107,Grammica,C_indecora,1677By,ss16-17,y,2,0.051,51,1250,100,0.245098039,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss16-17y,C_indecora__Neo.Car
6/11/18,6/11/18,AS-100,Grammica,C_indecora,1677Do,ss16-17,o,1,0.0497,49.7,1250,100,0.251509054,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss16-17o,C_indecora__Neo.Car
6/11/18,6/11/18,AS-101,Grammica,C_indecora,1677Do,ss16-17,o,2,0.043,43,1250,100,0.290697674,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss16-17o,C_indecora__Neo.Car
6/14/18,6/14/18,AS-188,Grammica,C_indecora,1677Co,ss16-17,o,1,0.0495,49.5,1250,100,0.252525253,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss16-17o,C_indecora__Neo.Car
7/11/18,7/11/18,AS-308,Grammica,C_indecora,1677Bo,ss16-17,o,1,0.0472,47.2,1250,100,0.264830508,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss16-17o,C_indecora__Neo.Car
7/2/18,6/3/18,AS-223,Grammica,C_indecora,1677Dh,ss16-17,h,1,0.0416,41.6,1250,100,0.300480769,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss16-17h,C_indecora__Neo.Car
7/10/18,7/11/18,AS-283,Grammica,C_indecora,1677Bh,ss16-17,h,1,0.0454,45.4,1250,100,0.275330396,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss16-17h,C_indecora__Neo.Car
6/14/18,6/14/18,AS-189,Grammica,C_indecora,1677Df,ss16-17,f,1,0.0435,43.5,1250,100,0.287356322,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss16-17f,C_indecora__Neo.Car
6/14/18,6/14/18,AS-195,Grammica,C_indecora,1677Af,ss16-17,f,1,0.054,54,1250,100,0.231481481,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss16-17f,C_indecora__Neo.Car
7/2/18,6/3/18,AS-243,Grammica,C_indecora,1677Bf,ss16-17,f,1,0.0441,44.1,1250,100,0.283446712,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss16-17f,C_indecora__Neo.Car
7/2/18,6/3/18,AS-204,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0447,44.7,1250,100,0.279642058,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/4/18,7/4/18,AS-268,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0427,42.7,1250,100,0.292740047,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-278,Grammica,C_denticulata,1346By,ss13-46,y,1,0.0437,43.7,1250,100,0.28604119,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-289,Grammica,C_denticulata,1346Ay,ss13-46,y,1,0.0426,42.6,1250,100,0.29342723,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-292,Grammica,C_denticulata,1346Cy,ss13-46,y,1,0.0516,51.6,1350,100,0.261627907,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-294,Grammica,C_denticulata,1346Dy,ss13-46,y,1,0.0493,49.3,1250,100,0.253549696,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
7/11/18,7/11/18,AS-315,Grammica,C_denticulata,1346y (trial) ,ss13-46,y,1,0.0461,46.1,1250,100,0.271149675,Neo.Car,0,Young,Grammica__Young,Grammica__Neo.Car,0,ss13-46y,C_denticulata__Neo.Car
6/13/18,6/13/18,AS-170,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss13-46o,C_denticulata__Neo.Car
7/2/18,6/3/18,AS-233,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.0465,46.5,1250,100,0.268817204,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss13-46o,C_denticulata__Neo.Car
7/4/18,7/4/18,AS-257,Grammica,C_denticulata,1346Bo,ss13-46,o,1,0.0493,49.3,1250,100,0.253549696,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss13-46o,C_denticulata__Neo.Car
7/4/18,7/4/18,AS-269,Grammica,C_denticulata,1346Ao,ss13-46,o,1,0.0447,44.7,1250,100,0.279642058,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss13-46o,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-293,Grammica,C_denticulata,1346Do,ss13-46,o,1,0.051,51,1250,100,0.245098039,Neo.Car,0,Old,Grammica__Old,Grammica__Neo.Car,0,ss13-46o,C_denticulata__Neo.Car
6/14/18,6/14/18,AS-176,Grammica,C_denticulata,1346Ah,ss13-46,h,1,0.0499,49.9,1250,100,0.250501002,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss13-46h,C_denticulata__Neo.Car
7/4/18,7/4/18,AS-256,Grammica,C_denticulata,1346Bh,ss13-46,h,1,0.0505,50.5,1250,100,0.247524752,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss13-46h,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-277,Grammica,C_denticulata,13466Dh,ss13-46,h,1,0.0425,42.5,1250,100,0.294117647,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss13-46h,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-291,Grammica,C_denticulata,1346Ch,ss13-46,h,1,0.0428,42.8,1250,100,0.292056075,Neo.Car,0,Haustorium,Grammica__Haustorium,Grammica__Neo.Car,0,ss13-46h,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-274,Grammica,C_denticulata,1346Cf,ss13-46,f,1,0.045,45,1250,100,0.277777778,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss13-46f,C_denticulata__Neo.Car
7/10/18,7/11/18,AS-290,Grammica,C_denticulata,1346Af,ss13-46,f,1,0.0421,42.1,1250,100,0.296912114,Neo.Car,0,Flower,Grammica__Flower,Grammica__Neo.Car,0,ss13-46f,C_denticulata__Neo.Car
-,12/6/17,AS-01,Grammica,C_sandwichiana,155sdlg,155,sdlg,1,0.0344,34.4,2050,100,0.595930233,DEPS,46.39957034116417,Seedling,Grammica__Seedling,Grammica__DEPS,3.8372902014558257,155sdlg,C_sandwichiana__DEPS
-,12/6/17,AS-06,Grammica,C_sandwichiana,155sdlg,155,sdlg,2,0.0328,32.8,2050,100,0.625,DEPS,52.37343111324838,Seedling,Grammica__Seedling,Grammica__DEPS,3.958399424824698,155sdlg,C_sandwichiana__DEPS
6/14/18,6/14/18,AS-197,Grammica,C_sandwichiana,155Cy,155,y,1,0.0435,43.5,1250,100,0.287356322,DEPS,36.102943658510206,Young,Grammica__Young,Grammica__DEPS,3.586374406571328,155y,C_sandwichiana__DEPS
7/14/18,6/3/18,AS-228,Grammica,C_sandwichiana,155Ay,155,y,1,0.0464,46.4,1250,100,0.269396552,DEPS,38.078593715803,Young,Grammica__Young,Grammica__DEPS,3.6396522821353288,155y,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-231,Grammica,C_sandwichiana,155Dy,155,y,1,0.053900000000000003,53.9,1250,100,0.231910946,DEPS,34.85775385293925,Young,Grammica__Young,Grammica__DEPS,3.5512756075209966,155y,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-241,Grammica,C_sandwichiana,155By,155,y,1,0.0448,44.8,1250,100,0.279017857,DEPS,37.976754534716,Young,Grammica__Young,Grammica__DEPS,3.6369742524102318,155y,C_sandwichiana__DEPS
7/11/18,7/11/18,AS-309,Grammica,C_sandwichiana,155Cy,155,y,1,0.084,84,1250,100,0.148809524,DEPS,43.18747205831231,Young,Grammica__Young,Grammica__DEPS,3.7655504568576332,155y,C_sandwichiana__DEPS
6/14/18,6/14/18,AS-184,Grammica,C_sandwichiana,155Ao,155,o,1,0.0484,48.4,1250,100,0.258264463,DEPS,27.74276467692805,Old,Grammica__Old,Grammica__DEPS,3.322975077437442,155o,C_sandwichiana__DEPS
6/14/18,6/14/18,AS-186,Grammica,C_sandwichiana,155Do,155,o,1,0.0455,45.5,1250,100,0.274725275,DEPS,22.98653661232508,Old,Grammica__Old,Grammica__DEPS,3.134908684205211,155o,C_sandwichiana__DEPS
6/14/18,6/14/18,AS-187,Grammica,C_sandwichiana,155Bo,155,o,1,0.0477,47.7,1250,100,0.262054507,DEPS,25.495007627236166,Old,Grammica__Old,Grammica__DEPS,3.2384826575953714,155o,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-203,Grammica,C_sandwichiana,155Co,155,o,1,0.0498,49.8,1250,100,0.251004016,DEPS,26.393979506790217,Old,Grammica__Old,Grammica__DEPS,3.2731359389486703,155o,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-229,Grammica,C_sandwichiana,155Bh,155,h,1,0.045,45,1250,100,0.277777778,DEPS,21.35061414214859,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.0610805093848374,155h,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-230,Grammica,C_sandwichiana,155Ch,155,h,1,0.0446,44.6,1250,100,0.280269058,DEPS,43.424399482669784,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.7710214854954796,155h,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-232,Grammica,C_sandwichiana,155Dh,155,h,1,0.0408,40.8,1250,100,0.306372549,DEPS,27.996387472472613,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.332075486583183,155h,C_sandwichiana__DEPS
7/2/18,6/3/18,AS-245,Grammica,C_sandwichiana,155Ch,155,h,1,0.0482,48.2,1250,100,0.2593361,DEPS,22.910198381880154,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.1315821599756783,155h,C_sandwichiana__DEPS
7/10/18,7/11/18,AS-281,Grammica,C_sandwichiana,155Ah,155,h,1,0.0488,48.8,1250,100,0.256147541,DEPS,26.756630108558614,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.2867823008941044,155h,C_sandwichiana__DEPS
6/14/18,6/14/18,AS-196,Grammica,C_sandwichiana,155Cf,155,f,1,0.0441,44.1,1250,100,0.283446712,DEPS,22.290272431320325,Flower,Grammica__Flower,Grammica__DEPS,3.104150373941262,155f,C_sandwichiana__DEPS
7/4/18,7/4/18,AS-247,Grammica,C_sandwichiana,155Af,155,f,1,0.0445,44.5,1250,100,0.280898876,DEPS,28.53126810792766,Flower,Grammica__Flower,Grammica__DEPS,3.35100061596994,155f,C_sandwichiana__DEPS
-,12/6/17,AS-02,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0142,14.2,2050,100,1.443661972,DEPS,66.16288241639697,Seedling,Grammica__Seedling,Grammica__DEPS,4.192119618635702,1705sdlg,C_polygonorum__DEPS
-,12/6/17,AS-04,Grammica,C_polygonorum,1705sdlg,1705,sdlg,2,0.0369,36.9,2050,100,0.555555556,DEPS,40.142266822380364,Seedling,Grammica__Seedling,Grammica__DEPS,3.6924298171691414,1705sdlg,C_polygonorum__DEPS
-,12/6/17,AS-05,Grammica,C_polygonorum,1705sdlg,1705,sdlg,3,0.0501,50.1,2050,100,0.409181637,DEPS,40.77498638865419,Seedling,Grammica__Seedling,Grammica__DEPS,3.7080688171435447,1705sdlg,C_polygonorum__DEPS
7/11/18,7/11/18,AS-304,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0338,33.8,950,100,0.281065089,DEPS,35.55387323418411,Seedling,Grammica__Seedling,Grammica__DEPS,3.5710491048622104,1705sdlg,C_polygonorum__DEPS
7/11/18,7/11/18,AS-310,Grammica,C_polygonorum,1705sdlg,1705,sdlg,1,0.0298,29.8,950,100,0.318791946,DEPS,29.969786146428802,Seedling,Grammica__Seedling,Grammica__DEPS,3.400189749051846,1705sdlg,C_polygonorum__DEPS
6/14/18,6/14/18,AS-183,Grammica,C_polygonorum,1705Ay,1705,y,1,0.0408,40.8,1250,100,0.306372549,DEPS,32.93549939486435,Young,Grammica__Young,Grammica__DEPS,3.494551088058246,1705y,C_polygonorum__DEPS
7/10/18,7/11/18,AS-288,Grammica,C_polygonorum,1705Cy,1705,y,1,0.0524,52.4,1250,100,0.238549618,DEPS,48.05888161855898,Young,Grammica__Young,Grammica__DEPS,3.872426961593143,1705y,C_polygonorum__DEPS
7/10/18,7/11/18,AS-295,Grammica,C_polygonorum,1705Dy,1705,y,1,0.0432,43.2,1250,100,0.289351852,DEPS,25.02385497659605,Young,Grammica__Young,Grammica__DEPS,3.2198295729696937,1705y,C_polygonorum__DEPS
7/11/18,7/11/18,AS-303,Grammica,C_polygonorum,1705By,1705,y,1,0.0672,67.2,1250,100,0.186011905,DEPS,43.83411037109619,Young,Grammica__Young,Grammica__DEPS,3.780412292171166,1705y,C_polygonorum__DEPS
6/14/18,6/14/18,AS-182,Grammica,C_polygonorum,1705Ao,1705,o,1,0.048,48,1250,100,0.260416667,DEPS,26.2405582748692,Old,Grammica__Old,Grammica__DEPS,3.2673062433795588,1705o,C_polygonorum__DEPS
7/2/18,6/3/18,AS-201,Grammica,C_polygonorum,1705Bo,1705,o,1,0.0499,49.9,1250,100,0.250501002,DEPS,42.715958260822454,Old,Grammica__Old,Grammica__DEPS,3.754572582517702,1705o,C_polygonorum__DEPS
7/2/18,6/3/18,AS-202,Grammica,C_polygonorum,1705Co,1705,o,1,0.0421,42.1,1250,100,0.296912114,DEPS,43.624518396812405,Old,Grammica__Old,Grammica__DEPS,3.775619343139328,1705o,C_polygonorum__DEPS
7/10/18,7/11/18,AS-300,Grammica,C_polygonorum,1705Do,1705,o,1,0.0494,49.4,1250,100,0.253036437,DEPS,23.442354954230197,Old,Grammica__Old,Grammica__DEPS,3.1545444312587305,1705o,C_polygonorum__DEPS
7/10/18,7/11/18,AS-302,Grammica,C_polygonorum,1705Do,1705,o,1,0.042,42,1250,100,0.297619048,DEPS,23.658743876388975,Old,Grammica__Old,Grammica__DEPS,3.163732770767017,1705o,C_polygonorum__DEPS
7/10/18,7/11/18,AS-282,Grammica,C_polygonorum,1705Ch,1705,h,1,0.0389,38.9,1250,100,0.321336761,DEPS,41.63646352710747,Haustorium,Grammica__Haustorium,Grammica__DEPS,3.728976312837346,1705h,C_polygonorum__DEPS
